play_name,character,act,scene,sentence,text,tokens,sentiment_score
The Jew of Malta,ABIGAIL,1,none,1,"Well, father, say I be entertain'd,","['Well', 'father', 'say', 'entertain']",0.052814052
The Jew of Malta,ABIGAIL,1,none,2,What then shall follow?,"['shall', 'follow']",-0.025043048
The Jew of Malta,BARABAS,1,none,1,This shall follow then.,"['shall', 'follow']",0.028905392
The Jew of Malta,BARABAS,1,none,2,"There have I hid, close underneath the plank","['hid', 'close', 'underneath', 'plank']",-0.135155365
The Jew of Malta,BARABAS,1,none,3,"That runs along the upper-chamber floor,","['runs', 'along', 'upper-chamber', 'floor']",0.040719487
The Jew of Malta,BARABAS,1,none,4,The gold and jewels which I kept for thee:,"['gold', 'jewels', 'kept']",0.11563921
The Jew of Malta,BARABAS,1,none,5,"But here they come:  be cunning, Abigail.","['come', 'cunning', 'Abigail']",-0.279799975
The Jew of Malta,ABIGAIL,1,none,1,"Then, father, go with me.","['father', 'go']",0.085761234
The Jew of Malta,BARABAS,1,none,1,"No, Abigail, in this",['Abigail'],-0.229766298
The Jew of Malta,BARABAS,1,none,2,It is not necessary I be seen;,"['necessary', 'seen']",-0.148661621
The Jew of Malta,BARABAS,1,none,3,For I will seem offended with thee for't:,"['seem', 'offended', ""for't""]",-0.55648067
The Jew of Malta,BARABAS,1,none,4,"Be close, my girl, for this must fetch my gold.","['close', 'girl', 'must', 'fetch', 'gold']",0.186779227
The Jew of Malta,FRIAR JACOMO,1,none,1,"Sisters,",['Sisters'],0.019167244
The Jew of Malta,FRIAR JACOMO,1,none,2,We now are almost at the new-made nunnery.,"['almost', 'new-made', 'nunnery']",0.200271036
The Jew of Malta,ABBESS,1,none,1,The better; for we love not to be seen:,"['better', 'love', 'seen']",0.507980224
The Jew of Malta,ABBESS,1,none,2,'Tis thirty winters long since some of us,"[""'T"", 'thirty', 'winters', 'long', 'since']",-0.119137105
The Jew of Malta,ABBESS,1,none,3,Did stray so far amongst the multitude.,"['stray', 'far', 'amongst', 'multitude']",-0.346310128
The Jew of Malta,FRIAR JACOMO,1,none,1,"But, madam, this house","['madam', 'house']",-0.064257905
The Jew of Malta,FRIAR JACOMO,1,none,2,And waters of this new-made nunnery,"['waters', 'new-made', 'nunnery']",-0.011024296
The Jew of Malta,FRIAR JACOMO,1,none,3,Will much delight you.,"['much', 'delight']",0.876136484
The Jew of Malta,ABBESS,1,none,1,It may be so.?But who comes here?,"['may', '\x94But', 'comes']",-0.129002575
The Jew of Malta,ABIGAIL,1,none,1,"Grave abbess, and you happy virgins' guide,","['Grave', 'abbess', 'happy', 'virgins', 'guide']",0.371130722
The Jew of Malta,ABIGAIL,1,none,2,Pity the state of a distressed maid!,"['Pity', 'state', 'distressed', 'maid']",-0.777489824
The Jew of Malta,ABBESS,1,none,1,"What art thou, daughter?",['daughter'],-0.078833133
The Jew of Malta,ABIGAIL,1,none,1,"The hopeless daughter of a hapless Jew,","['hopeless', 'daughter', 'hapless', 'Jew']",-0.715324888
The Jew of Malta,ABIGAIL,1,none,2,"The Jew of Malta, wretched Barabas,","['Jew', 'Malta', 'wretched', 'Barabas']",-0.439747369
The Jew of Malta,ABIGAIL,1,none,3,"Sometimes  the owner of a goodly house,","['Sometimes', 'owner', 'goodly', 'house']",0.460213432
The Jew of Malta,ABIGAIL,1,none,4,Which they have now turn'd to a nunnery.,"['turn', 'nunnery']",-0.237758463
The Jew of Malta,ABBESS,1,none,1,"Well, daughter, say, what is thy suit with us?","['Well', 'daughter', 'say', 'suit']",-0.035732131
The Jew of Malta,ABIGAIL,1,none,1,Fearing the afflictions which my father feels,"['Fearing', 'afflictions', 'father', 'feels']",-0.637675997
The Jew of Malta,ABIGAIL,1,none,2,"Proceed from sin or want of faith in us,","['Proceed', 'sin', 'want', 'faith']",-0.062568128
The Jew of Malta,ABIGAIL,1,none,3,"I'd pass away my life in penitence,","['pass', 'away', 'life', 'penitence']",-0.722566538
The Jew of Malta,ABIGAIL,1,none,4,"And be a novice in your nunnery,","['novice', 'nunnery']",-0.016200788
The Jew of Malta,ABIGAIL,1,none,5,To make atonement for my labouring soul.,"['make', 'atonement', 'labouring', 'soul']",-0.326369433
The Jew of Malta,FRIAR JACOMO,1,none,1,"No doubt, brother, but this proceedeth of","['doubt', 'brother', 'proceedeth']",0.09927775
The Jew of Malta,FRIAR JACOMO,1,none,2,the spirit.,['spirit'],0.093427435
The Jew of Malta,FRIAR BARNARDINE,1,none,1,"Ay, and of a moving spirit too, brother:  but come,","['Ay', 'moving', 'spirit', 'brother', 'come']",0.085263591
The Jew of Malta,FRIAR BARNARDINE,1,none,2,Let us entreat she may be entertain'd.,"['Let', 'entreat', 'may', 'entertain']",0.399185088
The Jew of Malta,ABBESS,1,none,1,"Well, daughter, we admit you for a nun.","['Well', 'daughter', 'admit', 'nun']",-0.341071147
The Jew of Malta,ABIGAIL,1,none,1,First let me as a novice learn to frame,"['First', 'let', 'novice', 'learn', 'frame']",-0.023568638
The Jew of Malta,ABIGAIL,1,none,2,"My solitary life to your strait laws,","['solitary', 'life', 'strait', 'laws']",-0.207605492
The Jew of Malta,ABIGAIL,1,none,3,And let me lodge where I was wont to lie:,"['let', 'lodge', 'wont', 'lie']",-0.005124368
The Jew of Malta,ABIGAIL,1,none,4,"I do not doubt, by your divine precepts","['doubt', 'divine', 'precepts']",0.461593503
The Jew of Malta,ABIGAIL,1,none,5,"And mine own industry, but to profit much.","['industry', 'profit', 'much']",-0.01965978
The Jew of Malta,BARABAS,1,none,1,"As much, I hope, as all I hid is worth.","['much', 'hope', 'hid', 'worth']",0.22168386
The Jew of Malta,ABBESS,1,none,1,"Come, daughter, follow us.","['Come', 'daughter', 'follow']",0.314203611
The Jew of Malta,BARABAS,1,none,1,"Why, how now, Abigail!",['Abigail'],-0.337555982
The Jew of Malta,BARABAS,1,none,2,What mak'st thou 'mongst these hateful Christians?,"[""mak'st"", ""'mongst"", 'hateful', 'Christians']",-0.807873453
The Jew of Malta,FRIAR JACOMO,1,none,1,"Hinder her not, thou man of little faith,","['Hinder', 'man', 'little', 'faith']",-0.222033337
The Jew of Malta,FRIAR JACOMO,1,none,2,For she has mortified herself.,['mortified'],-0.922758348
The Jew of Malta,BARABAS,1,none,1,How! mortified!,['mortified'],-0.724827196
The Jew of Malta,FRIAR JACOMO,1,none,1,And is admitted to the sisterhood.,"['admitted', 'sisterhood']",0.091844285
The Jew of Malta,BARABAS,1,none,1,"Child of perdition, and thy father's shame!","['Child', 'perdition', 'father', 'shame']",-0.798622629
The Jew of Malta,BARABAS,1,none,2,What wilt thou do among these hateful fiends?,"['wilt', 'among', 'hateful', 'fiends']",-0.891635024
The Jew of Malta,BARABAS,1,none,3,I charge thee on my blessing that thou leave,"['charge', 'blessing', 'leave']",0.386334097
The Jew of Malta,BARABAS,1,none,4,These devils and their damned heresy!,"['devils', 'damned', 'heresy']",-0.948939285
The Jew of Malta,ABIGAIL,1,none,1,"Father, forgive me","['Father', 'forgive']",0.414747298
The Jew of Malta,BARABAS,1,none,1,"Nay, back, Abigail,","['Nay', 'back', 'Abigail']",0.066244256
The Jew of Malta,BARABAS,1,none,2,And think upon the jewels and the gold;,"['think', 'upon', 'jewels', 'gold']",0.165847838
The Jew of Malta,BARABAS,1,none,3,The board is marked thus that covers it.,"['board', 'marked', 'thus', 'covers']",0.07593336
The Jew of Malta,BARABAS,1,none,4,"Away, accursed, from thy father's sight!","['Away', 'accursed', 'father', 'sight']",-0.58306249
The Jew of Malta,FRIAR JACOMO,1,none,1,"Barabas, although thou art in misbelief,","['Barabas', 'although', 'misbelief']",-0.142443024
The Jew of Malta,FRIAR JACOMO,1,none,2,"And wilt not see thine own afflictions,","['wilt', 'see', 'afflictions']",-0.346175697
The Jew of Malta,FRIAR JACOMO,1,none,3,Yet let thy daughter be no longer blind.,"['Yet', 'let', 'daughter', 'longer', 'blind']",0.011866599
The Jew of Malta,BARABAS,1,none,1,"Blind friar, I reck not thy persuasions,","['Blind', 'friar', 'reck', 'persuasions']",-0.176209655
The Jew of Malta,BARABAS,1,none,2,The board is marked thus  that covers it,"['board', 'marked', 'thus', 'covers']",0.089991279
The Jew of Malta,BARABAS,1,none,3,For I had rather die than see her thus.,"['rather', 'die', 'see', 'thus']",-0.838526228
The Jew of Malta,BARABAS,1,none,4,"Wilt thou forsake me too in my distress,","['Wilt', 'forsake', 'distress']",-0.33616754
The Jew of Malta,BARABAS,1,none,5,"Seduced daughter??Go, forget not.","['Seduced', 'daughter', '\x94Go', 'forget']",-0.512247812
The Jew of Malta,BARABAS,1,none,6,Becomes it Jews to be so credulous?,"['Becomes', 'Jews', 'credulous']",-0.613572923
The Jew of Malta,BARABAS,1,none,7,To-morrow early I'll be at the door.,"['To-morrow', 'early', 'door']",0.135912847
The Jew of Malta,BARABAS,1,none,8,"No, come not at me; if thou wilt be damn'd,","['come', 'wilt', 'damn']",-0.46886564
The Jew of Malta,BARABAS,1,none,9,"Forget me, see me not; and so, be gone!","['Forget', 'see', 'gone']",-0.363084629
The Jew of Malta,BARABAS,1,none,10,Farewell; remember to-morrow morning.,"['Farewell', 'remember', 'to-morrow', 'morning']",0.418036024
The Jew of Malta,BARABAS,1,none,11,"Out, out, thou wretch!",['wretch'],-0.813875087
The Jew of Malta,MATHIAS,1,none,1,"Who's this? fair Abigail, the rich Jew's daughter,","['fair', 'Abigail', 'rich', 'Jew', 'daughter']",-0.16243669
The Jew of Malta,MATHIAS,1,none,2,Become a nun! her father's sudden fall,"['Become', 'nun', 'father', 'sudden', 'fall']",-0.517818643
The Jew of Malta,MATHIAS,1,none,3,"Has humbled her, and brought her down to this:","['humbled', 'brought']",0.623896309
The Jew of Malta,MATHIAS,1,none,4,"Tut, she were fitter for a tale of love,","['Tut', 'fitter', 'tale', 'love']",0.249944661
The Jew of Malta,MATHIAS,1,none,5,Than to be tired out with orisons;,"['tired', 'orisons']",-0.245655097
The Jew of Malta,MATHIAS,1,none,6,"And better would she far become a bed,","['better', 'would', 'far', 'become', 'bed']",0.248258784
The Jew of Malta,MATHIAS,1,none,7,"Embraced in a friendly lover's arms,","['Embraced', 'friendly', 'lover', 'arms']",0.763727504
The Jew of Malta,MATHIAS,1,none,8,Than rise at midnight to a solemn mass.,"['rise', 'midnight', 'solemn', 'mass']",0.101286672
The Jew of Malta,LODOWICK,1,none,1,"Why, how now, Don Mathias! in a dump?","['Mathias', 'dump']",-0.739848612
The Jew of Malta,MATHIAS,1,none,1,"Believe me, noble Lodowick, I have seen","['Believe', 'noble', 'Lodowick', 'seen']",0.312638821
The Jew of Malta,MATHIAS,1,none,2,"The strangest sight, in my opinion,","['strangest', 'sight', 'opinion']",-0.229680032
The Jew of Malta,MATHIAS,1,none,3,That ever I beheld.,"['ever', 'beheld']",0.111809753
The Jew of Malta,LODOWICK,1,none,1,"What was't, I prithee?","[""was't"", 'prithee']",-0.156423595
The Jew of Malta,MATHIAS,1,none,1,"A fair young maid, scarce fourteen years of age,","['fair', 'young', 'maid', 'scarce', 'fourteen', 'years', 'age']",0.096290976
The Jew of Malta,MATHIAS,1,none,2,"The sweetest flower in Cytherea's field,","['sweetest', 'flower', 'Cytherea', 'field']",0.887554105
The Jew of Malta,MATHIAS,1,none,3,"Cropt from the pleasures of the fruitful earth,","['Cropt', 'pleasures', 'fruitful', 'earth']",0.096324548
The Jew of Malta,MATHIAS,1,none,4,And strangely metamorphos'd  nun.,"['strangely', 'metamorphos', 'nun']",-0.181264132
The Jew of Malta,LODOWICK,1,none,1,"But say, what was she?",['say'],-0.105453942
The Jew of Malta,MATHIAS,1,none,1,"Why, the rich Jew's daughter.","['rich', 'Jew', 'daughter']",-0.347365204
The Jew of Malta,LODOWICK,1,none,1,"What, Barabas, whose goods were lately seiz'd?","['Barabas', 'whose', 'goods', 'lately', 'seiz']",-0.137892574
The Jew of Malta,LODOWICK,1,none,2,Is she so fair?,['fair'],-0.164681584
The Jew of Malta,MATHIAS,1,none,1,"And matchless beautiful,","['matchless', 'beautiful']",0.694326371
The Jew of Malta,MATHIAS,1,none,2,"As, had you seen her, 'twould have mov'd your heart,","['seen', ""'twould"", 'mov', 'heart']",0.069307208
The Jew of Malta,MATHIAS,1,none,3,"Though countermin'd with walls of brass, to love,","['Though', 'countermin', 'walls', 'brass', 'love']",0.054368325
The Jew of Malta,MATHIAS,1,none,4,"Or, at the least, to pity.","['least', 'pity']",-0.295044914
The Jew of Malta,LODOWICK,1,none,1,"An if she be so fair as you report,","['fair', 'report']",0.00651449
The Jew of Malta,LODOWICK,1,none,2,'Twere time well spent to go and visit her:,"[""'Twere"", 'time', 'well', 'spent', 'go', 'visit']",0.650833914
The Jew of Malta,LODOWICK,1,none,3,How say you? shall we?,"['say', 'shall']",-0.01945835
The Jew of Malta,MATHIAS,1,none,1,"I must and will, sir; there's no remedy.","['must', 'sir', 'remedy']",-0.208370991
The Jew of Malta,LODOWICK,1,none,1,"And so will I too, or it shall go hard.","['shall', 'go', 'hard']",-0.182823144
The Jew of Malta,LODOWICK,1,none,2,"Farewell, Mathias.","['Farewell', 'Mathias']",0.203960627
The Jew of Malta,MATHIAS,1,none,1,"Farewell, Lodowick.","['Farewell', 'Lodowick']",0.138383005
The Jew of Malta,MATHIAS,2,none,2,"Farewell, Lodowick.","['Farewell', 'Lodowick']",0.138383005
The Jew of Malta,BARABAS,2,none,1,"Thus, like the sad-presaging raven, that tolls","['Thus', 'like', 'sad-presaging', 'raven', 'tolls']",-0.577878697
The Jew of Malta,BARABAS,2,none,2,"The sick man's passport in her hollow beak,","['sick', 'man', 'passport', 'hollow', 'beak']",-0.582948029
The Jew of Malta,BARABAS,2,none,3,And in the shadow of the silent night,"['shadow', 'silent', 'night']",-0.03974884
The Jew of Malta,BARABAS,2,none,4,"Doth shake contagion from her sable wings,","['Doth', 'shake', 'contagion', 'sable', 'wings']",-0.038476288
The Jew of Malta,BARABAS,2,none,5,Vex'd and tormented runs poor Barabas,"['Vex', 'tormented', 'runs', 'poor', 'Barabas']",-0.538715312
The Jew of Malta,BARABAS,2,none,6,With fatal curses towards these Christians.,"['fatal', 'curses', 'towards', 'Christians']",-0.818531
The Jew of Malta,BARABAS,2,none,7,The incertain pleasures of swift-footed time,"['incertain', 'pleasures', 'swift-footed', 'time']",0.24019482
The Jew of Malta,BARABAS,2,none,8,"Have ta'en their flight, and left me in despair;","[""ta'en"", 'flight', 'left', 'despair']",-0.665415194
The Jew of Malta,BARABAS,2,none,9,And of my former riches rests no more,"['former', 'riches', 'rests']",-0.099790066
The Jew of Malta,BARABAS,2,none,10,"But bare remembrance; like a soldier's scar,","['bare', 'remembrance', 'like', 'soldier', 'scar']",-0.192089695
The Jew of Malta,BARABAS,2,none,11,That has no further comfort for his maim.,"['comfort', 'maim']",-0.711636594
The Jew of Malta,BARABAS,2,none,12,"O Thou, that with a fiery pillar ledd'st","['fiery', 'pillar', ""ledd'st""]",-0.042411931
The Jew of Malta,BARABAS,2,none,13,"The sons of Israel through the dismal shades,","['sons', 'Israel', 'dismal', 'shades']",-0.565055193
The Jew of Malta,BARABAS,2,none,14,Light Abraham's offspring; and direct the hand,"['Light', 'Abraham', 'offspring', 'direct', 'hand']",0.008010015
The Jew of Malta,BARABAS,2,none,15,Of Abigail this night! or let the day,"['Abigail', 'night', 'let', 'day']",0.068662532
The Jew of Malta,BARABAS,2,none,16,Turn to eternal darkness after this!,"['Turn', 'eternal', 'darkness']",-0.786476078
The Jew of Malta,BARABAS,2,none,17,"No sleep can fasten on my watchful eyes,","['sleep', 'fasten', 'watchful', 'eyes']",-0.056597136
The Jew of Malta,BARABAS,2,none,18,"Nor quiet enter my distemper'd thoughts,","['quiet', 'enter', 'distemper', 'thoughts']",-0.198990621
The Jew of Malta,BARABAS,2,none,19,Till I have answer of my Abigail.,"['Till', 'answer', 'Abigail']",0.020862445
The Jew of Malta,ABIGAIL,2,none,1,Now have I happily espied a time,"['happily', 'espied', 'time']",0.465036798
The Jew of Malta,ABIGAIL,2,none,2,To search the plank my father did appoint;,"['search', 'plank', 'father', 'appoint']",-0.103971619
The Jew of Malta,ABIGAIL,2,none,3,"And here, behold, unseen, where I have found","['behold', 'unseen', 'found']",0.140253924
The Jew of Malta,ABIGAIL,2,none,4,"The gold, the pearls, and jewels, which he hid.","['gold', 'pearls', 'jewels', 'hid']",-0.104346097
The Jew of Malta,BARABAS,2,none,1,"Now I remember those old women's words,","['remember', 'old', 'women', 'words']",-0.084985308
The Jew of Malta,BARABAS,2,none,2,"Who in my wealth would tell me winter's tales,","['wealth', 'would', 'tell', 'winter', 'tales']",-0.209337819
The Jew of Malta,BARABAS,2,none,3,And speak of spirits and ghosts that glide by night,"['speak', 'spirits', 'ghosts', 'glide', 'night']",-0.065314613
The Jew of Malta,BARABAS,2,none,4,About the place where treasure hath been hid:,"['place', 'treasure', 'hid']",-0.089661393
The Jew of Malta,BARABAS,2,none,5,And now methinks that I am one of those;,"['methinks', 'one']",-0.193572052
The Jew of Malta,BARABAS,2,none,6,"For, whilst I live, here lives my soul's sole hope,","['whilst', 'live', 'lives', 'soul', 'sole', 'hope']",0.463229069
The Jew of Malta,BARABAS,2,none,7,"And, when I die, here shall my spirit walk.","['die', 'shall', 'spirit', 'walk']",-0.133764297
The Jew of Malta,ABIGAIL,2,none,1,Now that my father's fortune were so good,"['father', 'fortune', 'good']",0.875797172
The Jew of Malta,ABIGAIL,2,none,2,As but to be about this happy place!,"['happy', 'place']",0.866973841
The Jew of Malta,ABIGAIL,2,none,3,"'Tis not so happy:  yet, when we parted last,","[""'T"", 'happy', 'yet', 'parted', 'last']",-0.746429566
The Jew of Malta,ABIGAIL,2,none,4,He said he would attend me in the morn.,"['said', 'would', 'attend', 'morn']",0.139001413
The Jew of Malta,ABIGAIL,2,none,5,"Then, gentle Sleep, where'er his body rests,","['gentle', 'Sleep', ""where'er"", 'body', 'rests']",0.076584239
The Jew of Malta,ABIGAIL,2,none,6,Give charge to Morpheus that he may dream,"['Give', 'charge', 'Morpheus', 'may', 'dream']",0.299173262
The Jew of Malta,ABIGAIL,2,none,7,"A golden dream, and of  the sudden wake,","['golden', 'dream', 'sudden', 'wake']",0.524689541
The Jew of Malta,ABIGAIL,2,none,8,Come and receive the treasure I have found.,"['Come', 'receive', 'treasure', 'found']",0.724941146
The Jew of Malta,BARABAS,2,none,1,Bueno para todos mi ganado no era:,"['Bueno', 'para', 'todos', 'mi', 'ganado', 'era']",0.01218278
The Jew of Malta,BARABAS,2,none,2,"As good go on, as sit so sadly thus.","['good', 'go', 'sit', 'sadly', 'thus']",-0.342900157
The Jew of Malta,BARABAS,2,none,3,But stay:  what star shines yonder in the east?,"['stay', 'star', 'shines', 'yonder', 'east']",0.182371116
The Jew of Malta,BARABAS,2,none,4,"The loadstar of my life, if Abigail.","['loadstar', 'life', 'Abigail']",0.108218752
The Jew of Malta,BARABAS,2,none,5,Who's there?,[],0.0264825
The Jew of Malta,ABIGAIL,2,none,1,Who's that?,[],-0.041174464
The Jew of Malta,BARABAS,2,none,1,"Peace, Abigail! 'tis I.","['Peace', 'Abigail', ""'t""]",0.322546016
The Jew of Malta,ABIGAIL,2,none,1,"Then, father, here receive thy happiness.","['father', 'receive', 'happiness']",0.703242977
The Jew of Malta,BARABAS,2,none,1,Hast thou't?,"[""thou't""]",-0.118017048
The Jew of Malta,ABIGAIL,2,none,1,Here.  Hast thou't?,"[""thou't""]",-0.145720713
The Jew of Malta,ABIGAIL,2,none,2,"There's more, and more, and more.",[],0.561632182
The Jew of Malta,BARABAS,2,none,1,"O my girl,",['girl'],0.425050367
The Jew of Malta,BARABAS,2,none,2,"My gold, my fortune, my felicity,","['gold', 'fortune', 'felicity']",0.393566485
The Jew of Malta,BARABAS,2,none,3,"Strength to my soul, death to mine enemy;","['Strength', 'soul', 'death', 'enemy']",-0.131471708
The Jew of Malta,BARABAS,2,none,4,Welcome the first beginner of my bliss!,"['Welcome', 'first', 'beginner', 'bliss']",0.924537724
The Jew of Malta,BARABAS,2,none,5,"O Abigail, Abigail, that I had thee here too!","['Abigail', 'Abigail']",0.116555491
The Jew of Malta,BARABAS,2,none,6,Then my desires were fully satisfied:,"['desires', 'fully', 'satisfied']",0.807766345
The Jew of Malta,BARABAS,2,none,7,But I will practice thy enlargement thence:,"['practice', 'enlargement', 'thence']",0.166634762
The Jew of Malta,BARABAS,2,none,8,O girl! O gold! O beauty! O my bliss!,"['girl', 'gold', 'beauty', 'bliss']",0.941886108
The Jew of Malta,ABIGAIL,2,none,1,"Father, it draweth towards midnight now,","['Father', 'draweth', 'towards', 'midnight']",0.074240936
The Jew of Malta,ABIGAIL,2,none,2,And 'bout this time the nuns begin to wake;,"[""'bout"", 'time', 'nuns', 'begin', 'wake']",0.056670271
The Jew of Malta,ABIGAIL,2,none,3,"To shun suspicion, therefore, let us part.","['shun', 'suspicion', 'therefore', 'let', 'part']",-0.128354561
The Jew of Malta,BARABAS,2,none,1,"Farewell, my joy, and by my fingers take","['Farewell', 'joy', 'fingers', 'take']",0.680547547
The Jew of Malta,BARABAS,2,none,2,A kiss from him that sends it from his soul.,"['kiss', 'sends', 'soul']",0.592014647
The Jew of Malta,BARABAS,2,none,3,"Now, Phoebus, ope the eye-lids of the day.","['Phoebus', 'ope', 'eye-lids', 'day']",0.020294324
The Jew of Malta,BARABAS,2,none,4,"And, for the raven, wake the morning lark,","['raven', 'wake', 'morning', 'lark']",0.089616358
The Jew of Malta,BARABAS,2,none,5,"That I may hover with her in the air,","['may', 'hover', 'air']",0.280010382
The Jew of Malta,BARABAS,2,none,6,"Singing o'er these, as she does o'er her young.","['Singing', ""o'er"", ""o'er"", 'young']",0.079632496
The Jew of Malta,BARABAS,2,none,7,Hermoso placer de los dineros.,"['Hermoso', 'placer', 'de', 'los', 'dineros']",-0.030346915
The Jew of Malta,FERNEZE,2,none,1,"Now, captain, tell us whither thou art bound?","['captain', 'tell', 'whither', 'bound']",-0.034028172
The Jew of Malta,FERNEZE,2,none,2,Whence is thy ship that anchors in our road?,"['ship', 'anchors', 'road']",-0.009713795
The Jew of Malta,FERNEZE,2,none,3,And why thou cam'st ashore without our leave?,"[""cam'st"", 'ashore', 'without', 'leave']",-0.180910811
The Jew of Malta,MARTIN DEL BOSCO,2,none,1,"Governor of Malta, hither am I bound;","['Governor', 'Malta', 'hither', 'bound']",-0.024585027
The Jew of Malta,MARTIN DEL BOSCO,2,none,2,"My ship, the Flying Dragon, is of Spain,","['ship', 'Flying', 'Dragon', 'Spain']",0.128990619
The Jew of Malta,MARTIN DEL BOSCO,2,none,3,"And so am I; Del Bosco is my name,","['Del', 'Bosco', 'name']",0.283137018
The Jew of Malta,MARTIN DEL BOSCO,2,none,4,Vice-admiral unto the Catholic King.,"['Vice-admiral', 'unto', 'Catholic', 'King']",-0.002888057
The Jew of Malta,FIRST KNIGHT,2,none,1,"'Tis true, my lord; therefore entreat him well.","[""'T"", 'true', 'lord', 'therefore', 'entreat', 'well']",0.680124693
The Jew of Malta,MARTIN DEL BOSCO,2,none,1,"Our fraught is Grecians, Turks, and Afric Moors;","['fraught', 'Grecians', 'Turks', 'Afric', 'Moors']",-0.105616394
The Jew of Malta,MARTIN DEL BOSCO,2,none,2,"For late upon the coast of Corsica,","['late', 'upon', 'coast', 'Corsica']",0.025176041
The Jew of Malta,MARTIN DEL BOSCO,2,none,3,"Because we vail'd not  to the Turkish  fleet,","['vail', 'Turkish', 'fleet']",-0.262844652
The Jew of Malta,MARTIN DEL BOSCO,2,none,4,Their creeping galleys had us in the chase:,"['creeping', 'galleys', 'chase']",-0.043098778
The Jew of Malta,MARTIN DEL BOSCO,2,none,5,"But suddenly the wind began to rise,","['suddenly', 'wind', 'began', 'rise']",0.167344578
The Jew of Malta,MARTIN DEL BOSCO,2,none,6,"And then we luff'd and tack'd,  and fought at ease:","['luff', 'tack', 'fought', 'ease']",0.330696069
The Jew of Malta,MARTIN DEL BOSCO,2,none,7,"Some have we fir'd, and many have we sunk;","['fir', 'many', 'sunk']",-0.302403037
The Jew of Malta,MARTIN DEL BOSCO,2,none,8,But one amongst the rest became our prize:,"['one', 'amongst', 'rest', 'became', 'prize']",0.151289079
The Jew of Malta,MARTIN DEL BOSCO,2,none,9,"The captain's slain; the rest remain our slaves,","['captain', 'slain', 'rest', 'remain', 'slaves']",-0.500530988
The Jew of Malta,MARTIN DEL BOSCO,2,none,10,Of whom we would make sale in Malta here.,"['would', 'make', 'sale', 'Malta']",-0.011438459
The Jew of Malta,FERNEZE,2,none,1,"Martin del Bosco, I have heard of thee:","['Martin', 'del', 'Bosco', 'heard']",0.037385058
The Jew of Malta,FERNEZE,2,none,2,"Welcome to Malta, and to all of us!","['Welcome', 'Malta']",0.957194312
The Jew of Malta,FERNEZE,2,none,3,"But to admit a sale of these thy Turks,","['admit', 'sale', 'Turks']",-0.07307329
The Jew of Malta,FERNEZE,2,none,4,"We may not, nay, we dare not give consent,","['may', 'nay', 'dare', 'give', 'consent']",-0.484246803
The Jew of Malta,FERNEZE,2,none,5,By reason of a tributary league.,"['reason', 'tributary', 'league']",0.002297215
The Jew of Malta,FIRST KNIGHT,2,none,1,"Del Bosco, as thou lov'st and honour'st us,","['Del', 'Bosco', ""lov'st"", ""honour'st""]",0.446174873
The Jew of Malta,FIRST KNIGHT,2,none,2,Persuade our governor against the Turk:,"['Persuade', 'governor', 'Turk']",-0.144935409
The Jew of Malta,FIRST KNIGHT,2,none,3,"This truce we have is but in hope of gold,","['truce', 'hope', 'gold']",0.1364282
The Jew of Malta,FIRST KNIGHT,2,none,4,And with that sum he craves might we wage war.,"['sum', 'craves', 'might', 'wage', 'war']",-0.612738103
The Jew of Malta,MARTIN DEL BOSCO,2,none,1,"Will knights of Malta be in league with Turks,","['knights', 'Malta', 'league', 'Turks']",-0.013290882
The Jew of Malta,MARTIN DEL BOSCO,2,none,2,And buy it basely too for sums of gold?,"['buy', 'basely', 'sums', 'gold']",-0.082989234
The Jew of Malta,MARTIN DEL BOSCO,2,none,3,"My lord, remember that, to Europe's shame,","['lord', 'remember', 'Europe', 'shame']",-0.765618792
The Jew of Malta,MARTIN DEL BOSCO,2,none,4,"The Christian isle of Rhodes, from whence you came,","['Christian', 'isle', 'Rhodes', 'came']",-0.003145244
The Jew of Malta,MARTIN DEL BOSCO,2,none,5,"Was lately lost, and you were stated  here","['lately', 'lost', 'stated']",-0.398459326
The Jew of Malta,MARTIN DEL BOSCO,2,none,6,To be at deadly enmity with Turks.,"['deadly', 'enmity', 'Turks']",-0.66266724
The Jew of Malta,FERNEZE,2,none,1,"Captain, we know it; but our force is small.","['Captain', 'know', 'force', 'small']",-0.192645214
The Jew of Malta,MARTIN DEL BOSCO,2,none,1,What is the sum that Calymath requires?,"['sum', 'Calymath', 'requires']",-0.050507668
The Jew of Malta,FERNEZE,2,none,1,A hundred thousand crowns.,"['hundred', 'thousand', 'crowns']",0.129269622
The Jew of Malta,MARTIN DEL BOSCO,2,none,1,"My lord and king hath title to this isle,","['lord', 'king', 'title', 'isle']",0.266558984
The Jew of Malta,MARTIN DEL BOSCO,2,none,2,And he means quickly to expel you hence;,"['means', 'quickly', 'expel']",-0.262033999
The Jew of Malta,MARTIN DEL BOSCO,2,none,3,"Therefore be rul'd by me, and keep the gold:","['Therefore', 'rul', 'keep', 'gold']",0.046503365
The Jew of Malta,MARTIN DEL BOSCO,2,none,4,"I'll write unto his majesty for aid,","['write', 'unto', 'majesty', 'aid']",0.190025063
The Jew of Malta,MARTIN DEL BOSCO,2,none,5,And not depart until I see you free.,"['depart', 'see', 'free']",0.1154957
The Jew of Malta,FERNEZE,2,none,1,On this condition shall thy Turks be sold.,"['condition', 'shall', 'Turks', 'sold']",-0.34054682
