play_name,character,act,scene,sentence,text,tokens,sentiment_score
The Jew of Malta,FRIAR JACOMO,ACT I.,none,2,For she has mortified herself.,['mortified'],0.0
The Jew of Malta,BARABAS,ACT I.,none,1,How! mortified!,['mortified'],0.0
The Jew of Malta,FRIAR JACOMO,ACT I.,none,1,And is admitted to the sisterhood.,"['admitted', 'sisterhood']",0.1027
The Jew of Malta,BARABAS,ACT I.,none,1,"Child of perdition, and thy father's shame!","['Child', 'perdition', 'father', 'shame']",-0.5255
The Jew of Malta,BARABAS,ACT I.,none,2,What wilt thou do among these hateful fiends?,"['wilt', 'among', 'hateful', 'fiends']",-0.4939
The Jew of Malta,BARABAS,ACT I.,none,3,I charge thee on my blessing that thou leave,"['charge', 'blessing', 'leave']",0.4588
The Jew of Malta,BARABAS,ACT I.,none,4,These devils and their damned heresy!,"['devils', 'damned', 'heresy']",-0.7644
The Jew of Malta,ABIGAIL,ACT I.,none,1,"Father, forgive me","['Father', 'forgive']",0.2732
The Jew of Malta,BARABAS,ACT I.,none,1,"Nay, back, Abigail,","['Nay', 'back', 'Abigail']",0.0
The Jew of Malta,BARABAS,ACT I.,none,2,And think upon the jewels and the gold;,"['think', 'upon', 'jewels', 'gold']",0.4588
The Jew of Malta,BARABAS,ACT I.,none,3,The board is marked thus that covers it.,"['board', 'marked', 'thus', 'covers']",0.0
The Jew of Malta,BARABAS,ACT I.,none,4,"Away, accursed, from thy father's sight!","['Away', 'accursed', 'father', 'sight']",0.0
The Jew of Malta,FRIAR JACOMO,ACT I.,none,1,"Barabas, although thou art in misbelief,","['Barabas', 'although', 'misbelief']",0.0
The Jew of Malta,FRIAR JACOMO,ACT I.,none,2,"And wilt not see thine own afflictions,","['wilt', 'see', 'afflictions']",0.0
The Jew of Malta,FRIAR JACOMO,ACT I.,none,3,Yet let thy daughter be no longer blind.,"['Yet', 'let', 'daughter', 'longer', 'blind']",0.015
The Jew of Malta,BARABAS,ACT I.,none,1,"Blind friar, I reck not thy persuasions,","['Blind', 'friar', 'reck', 'persuasions']",-0.4019
The Jew of Malta,BARABAS,ACT I.,none,2,The board is marked thus  that covers it,"['board', 'marked', 'thus', 'covers']",0.0
The Jew of Malta,BARABAS,ACT I.,none,3,For I had rather die than see her thus.,"['rather', 'die', 'see', 'thus']",-0.5994
The Jew of Malta,BARABAS,ACT I.,none,4,"Wilt thou forsake me too in my distress,","['Wilt', 'forsake', 'distress']",-0.5267
The Jew of Malta,BARABAS,ACT I.,none,5,"Seduced daughter??Go, forget not.","['Seduced', 'daughter', '\x94Go', 'forget']",-0.5803
The Jew of Malta,BARABAS,ACT I.,none,6,Becomes it Jews to be so credulous?,"['Becomes', 'Jews', 'credulous']",0.0
The Jew of Malta,BARABAS,ACT I.,none,7,To-morrow early I'll be at the door.,"['To-morrow', 'early', 'door']",0.0
The Jew of Malta,BARABAS,ACT I.,none,8,"No, come not at me; if thou wilt be damn'd,","['come', 'wilt', 'damn']",0.0
The Jew of Malta,BARABAS,ACT I.,none,9,"Forget me, see me not; and so, be gone!","['Forget', 'see', 'gone']",-0.2942
The Jew of Malta,BARABAS,ACT I.,none,10,Farewell; remember to-morrow morning.,"['Farewell', 'remember', 'to-morrow', 'morning']",0.0
The Jew of Malta,BARABAS,ACT I.,none,11,"Out, out, thou wretch!",['wretch'],0.0
The Jew of Malta,MATHIAS,ACT I.,none,1,"Who's this? fair Abigail, the rich Jew's daughter,","['fair', 'Abigail', 'rich', 'Jew', 'daughter']",0.7096
The Jew of Malta,MATHIAS,ACT I.,none,2,Become a nun! her father's sudden fall,"['Become', 'nun', 'father', 'sudden', 'fall']",0.0
The Jew of Malta,MATHIAS,ACT I.,none,3,"Has humbled her, and brought her down to this:","['humbled', 'brought']",0.0
The Jew of Malta,MATHIAS,ACT I.,none,4,"Tut, she were fitter for a tale of love,","['Tut', 'fitter', 'tale', 'love']",0.6369
The Jew of Malta,MATHIAS,ACT I.,none,5,Than to be tired out with orisons;,"['tired', 'orisons']",-0.4404
The Jew of Malta,MATHIAS,ACT I.,none,6,"And better would she far become a bed,","['better', 'would', 'far', 'become', 'bed']",0.4404
The Jew of Malta,MATHIAS,ACT I.,none,7,"Embraced in a friendly lover's arms,","['Embraced', 'friendly', 'lover', 'arms']",0.4939
The Jew of Malta,MATHIAS,ACT I.,none,8,Than rise at midnight to a solemn mass.,"['rise', 'midnight', 'solemn', 'mass']",-0.0772
The Jew of Malta,LODOWICK,ACT I.,none,1,"Why, how now, Don Mathias! in a dump?","['Mathias', 'dump']",-0.4389
The Jew of Malta,MATHIAS,ACT I.,none,1,"Believe me, noble Lodowick, I have seen","['Believe', 'noble', 'Lodowick', 'seen']",0.4588
The Jew of Malta,MATHIAS,ACT I.,none,2,"The strangest sight, in my opinion,","['strangest', 'sight', 'opinion']",0.0
The Jew of Malta,MATHIAS,ACT I.,none,3,That ever I beheld.,"['ever', 'beheld']",0.0
The Jew of Malta,LODOWICK,ACT I.,none,1,"What was't, I prithee?","[""was't"", 'prithee']",0.0
The Jew of Malta,MATHIAS,ACT I.,none,1,"A fair young maid, scarce fourteen years of age,","['fair', 'young', 'maid', 'scarce', 'fourteen', 'years', 'age']",0.3182
The Jew of Malta,MATHIAS,ACT I.,none,2,"The sweetest flower in Cytherea's field,","['sweetest', 'flower', 'Cytherea', 'field']",0.0
The Jew of Malta,MATHIAS,ACT I.,none,3,"Cropt from the pleasures of the fruitful earth,","['Cropt', 'pleasures', 'fruitful', 'earth']",0.4404
The Jew of Malta,MATHIAS,ACT I.,none,4,And strangely metamorphos'd  nun.,"['strangely', 'metamorphos', 'nun']",-0.296
The Jew of Malta,LODOWICK,ACT I.,none,1,"But say, what was she?",['say'],0.0
The Jew of Malta,MATHIAS,ACT I.,none,1,"Why, the rich Jew's daughter.","['rich', 'Jew', 'daughter']",0.5574
The Jew of Malta,LODOWICK,ACT I.,none,1,"What, Barabas, whose goods were lately seiz'd?","['Barabas', 'whose', 'goods', 'lately', 'seiz']",0.0
The Jew of Malta,LODOWICK,ACT I.,none,2,Is she so fair?,['fair'],0.4572
The Jew of Malta,MATHIAS,ACT I.,none,1,"And matchless beautiful,","['matchless', 'beautiful']",0.5994
The Jew of Malta,MATHIAS,ACT I.,none,2,"As, had you seen her, 'twould have mov'd your heart,","['seen', ""'twould"", 'mov', 'heart']",0.6369
The Jew of Malta,MATHIAS,ACT I.,none,3,"Though countermin'd with walls of brass, to love,","['Though', 'countermin', 'walls', 'brass', 'love']",0.6369
The Jew of Malta,MATHIAS,ACT I.,none,4,"Or, at the least, to pity.","['least', 'pity']",-0.296
The Jew of Malta,LODOWICK,ACT I.,none,1,"An if she be so fair as you report,","['fair', 'report']",0.4572
The Jew of Malta,LODOWICK,ACT I.,none,2,'Twere time well spent to go and visit her:,"[""'Twere"", 'time', 'well', 'spent', 'go', 'visit']",0.2732
The Jew of Malta,LODOWICK,ACT I.,none,3,How say you? shall we?,"['say', 'shall']",0.0
The Jew of Malta,MATHIAS,ACT I.,none,1,"I must and will, sir; there's no remedy.","['must', 'sir', 'remedy']",-0.296
The Jew of Malta,LODOWICK,ACT I.,none,1,"And so will I too, or it shall go hard.","['shall', 'go', 'hard']",-0.1027
The Jew of Malta,LODOWICK,ACT I.,none,2,"Farewell, Mathias.","['Farewell', 'Mathias']",0.0
The Jew of Malta,MATHIAS,ACT I.,none,1,"Farewell, Lodowick.","['Farewell', 'Lodowick']",0.0
The Jew of Malta,MATHIAS,ACT II.,none,2,"Farewell, Lodowick.","['Farewell', 'Lodowick']",0.0
The Jew of Malta,BARABAS,ACT II.,none,1,"Thus, like the sad-presaging raven, that tolls","['Thus', 'like', 'sad-presaging', 'raven', 'tolls']",0.3612
The Jew of Malta,BARABAS,ACT II.,none,2,"The sick man's passport in her hollow beak,","['sick', 'man', 'passport', 'hollow', 'beak']",-0.5106
The Jew of Malta,BARABAS,ACT II.,none,3,And in the shadow of the silent night,"['shadow', 'silent', 'night']",0.0
The Jew of Malta,BARABAS,ACT II.,none,4,"Doth shake contagion from her sable wings,","['Doth', 'shake', 'contagion', 'sable', 'wings']",-0.5719
The Jew of Malta,BARABAS,ACT II.,none,5,Vex'd and tormented runs poor Barabas,"['Vex', 'tormented', 'runs', 'poor', 'Barabas']",-0.4767
The Jew of Malta,BARABAS,ACT II.,none,6,With fatal curses towards these Christians.,"['fatal', 'curses', 'towards', 'Christians']",-0.5423
The Jew of Malta,BARABAS,ACT II.,none,7,The incertain pleasures of swift-footed time,"['incertain', 'pleasures', 'swift-footed', 'time']",0.4404
The Jew of Malta,BARABAS,ACT II.,none,8,"Have ta'en their flight, and left me in despair;","[""ta'en"", 'flight', 'left', 'despair']",-0.3182
The Jew of Malta,BARABAS,ACT II.,none,9,And of my former riches rests no more,"['former', 'riches', 'rests']",0.296
The Jew of Malta,BARABAS,ACT II.,none,10,"But bare remembrance; like a soldier's scar,","['bare', 'remembrance', 'like', 'soldier', 'scar']",0.5023
The Jew of Malta,BARABAS,ACT II.,none,11,That has no further comfort for his maim.,"['comfort', 'maim']",-0.5122
The Jew of Malta,BARABAS,ACT II.,none,12,"O Thou, that with a fiery pillar ledd'st","['fiery', 'pillar', ""ledd'st""]",-0.34
The Jew of Malta,BARABAS,ACT II.,none,13,"The sons of Israel through the dismal shades,","['sons', 'Israel', 'dismal', 'shades']",-0.6124
The Jew of Malta,BARABAS,ACT II.,none,14,Light Abraham's offspring; and direct the hand,"['Light', 'Abraham', 'offspring', 'direct', 'hand']",0.4939
The Jew of Malta,BARABAS,ACT II.,none,15,Of Abigail this night! or let the day,"['Abigail', 'night', 'let', 'day']",0.0
The Jew of Malta,BARABAS,ACT II.,none,16,Turn to eternal darkness after this!,"['Turn', 'eternal', 'darkness']",-0.3164
The Jew of Malta,BARABAS,ACT II.,none,17,"No sleep can fasten on my watchful eyes,","['sleep', 'fasten', 'watchful', 'eyes']",-0.296
The Jew of Malta,BARABAS,ACT II.,none,18,"Nor quiet enter my distemper'd thoughts,","['quiet', 'enter', 'distemper', 'thoughts']",0.0
The Jew of Malta,BARABAS,ACT II.,none,19,Till I have answer of my Abigail.,"['Till', 'answer', 'Abigail']",0.0
The Jew of Malta,ABIGAIL,ACT II.,none,1,Now have I happily espied a time,"['happily', 'espied', 'time']",0.5574
The Jew of Malta,ABIGAIL,ACT II.,none,2,To search the plank my father did appoint;,"['search', 'plank', 'father', 'appoint']",0.0
The Jew of Malta,ABIGAIL,ACT II.,none,3,"And here, behold, unseen, where I have found","['behold', 'unseen', 'found']",0.0
The Jew of Malta,ABIGAIL,ACT II.,none,4,"The gold, the pearls, and jewels, which he hid.","['gold', 'pearls', 'jewels', 'hid']",0.3818
The Jew of Malta,BARABAS,ACT II.,none,1,"Now I remember those old women's words,","['remember', 'old', 'women', 'words']",0.0
The Jew of Malta,BARABAS,ACT II.,none,2,"Who in my wealth would tell me winter's tales,","['wealth', 'would', 'tell', 'winter', 'tales']",0.4939
The Jew of Malta,BARABAS,ACT II.,none,3,And speak of spirits and ghosts that glide by night,"['speak', 'spirits', 'ghosts', 'glide', 'night']",0.0
The Jew of Malta,BARABAS,ACT II.,none,4,About the place where treasure hath been hid:,"['place', 'treasure', 'hid']",0.2023
The Jew of Malta,BARABAS,ACT II.,none,5,And now methinks that I am one of those;,"['methinks', 'one']",0.0
The Jew of Malta,BARABAS,ACT II.,none,6,"For, whilst I live, here lives my soul's sole hope,","['whilst', 'live', 'lives', 'soul', 'sole', 'hope']",0.4404
The Jew of Malta,BARABAS,ACT II.,none,7,"And, when I die, here shall my spirit walk.","['die', 'shall', 'spirit', 'walk']",-0.4939
The Jew of Malta,ABIGAIL,ACT II.,none,1,Now that my father's fortune were so good,"['father', 'fortune', 'good']",0.5777
The Jew of Malta,ABIGAIL,ACT II.,none,2,As but to be about this happy place!,"['happy', 'place']",0.8103
The Jew of Malta,ABIGAIL,ACT II.,none,3,"'Tis not so happy:  yet, when we parted last,","[""'T"", 'happy', 'yet', 'parted', 'last']",-0.5815
The Jew of Malta,ABIGAIL,ACT II.,none,4,He said he would attend me in the morn.,"['said', 'would', 'attend', 'morn']",0.0
The Jew of Malta,ABIGAIL,ACT II.,none,5,"Then, gentle Sleep, where'er his body rests,","['gentle', 'Sleep', ""where'er"", 'body', 'rests']",0.4404
The Jew of Malta,ABIGAIL,ACT II.,none,6,Give charge to Morpheus that he may dream,"['Give', 'charge', 'Morpheus', 'may', 'dream']",0.25
The Jew of Malta,ABIGAIL,ACT II.,none,7,"A golden dream, and of  the sudden wake,","['golden', 'dream', 'sudden', 'wake']",0.25
The Jew of Malta,ABIGAIL,ACT II.,none,8,Come and receive the treasure I have found.,"['Come', 'receive', 'treasure', 'found']",0.296
The Jew of Malta,BARABAS,ACT II.,none,1,Bueno para todos mi ganado no era:,"['Bueno', 'para', 'todos', 'mi', 'ganado', 'era']",-0.296
The Jew of Malta,BARABAS,ACT II.,none,2,"As good go on, as sit so sadly thus.","['good', 'go', 'sit', 'sadly', 'thus']",-0.1819
The Jew of Malta,BARABAS,ACT II.,none,3,But stay:  what star shines yonder in the east?,"['stay', 'star', 'shines', 'yonder', 'east']",0.0
The Jew of Malta,BARABAS,ACT II.,none,4,"The loadstar of my life, if Abigail.","['loadstar', 'life', 'Abigail']",0.0
The Jew of Malta,BARABAS,ACT II.,none,5,Who's there?,[],0.0
The Jew of Malta,ABIGAIL,ACT II.,none,1,Who's that?,[],0.0
The Jew of Malta,BARABAS,ACT II.,none,1,"Peace, Abigail! 'tis I.","['Peace', 'Abigail', ""'t""]",0.5848
The Jew of Malta,ABIGAIL,ACT II.,none,1,"Then, father, here receive thy happiness.","['father', 'receive', 'happiness']",0.5574
The Jew of Malta,BARABAS,ACT II.,none,1,Hast thou't?,"[""thou't""]",0.0
The Jew of Malta,ABIGAIL,ACT II.,none,1,Here.  Hast thou't?,"[""thou't""]",0.0
The Jew of Malta,ABIGAIL,ACT II.,none,2,"There's more, and more, and more.",[],0.0
The Jew of Malta,BARABAS,ACT II.,none,1,"O my girl,",['girl'],0.0
The Jew of Malta,BARABAS,ACT II.,none,2,"My gold, my fortune, my felicity,","['gold', 'fortune', 'felicity']",0.0
The Jew of Malta,BARABAS,ACT II.,none,3,"Strength to my soul, death to mine enemy;","['Strength', 'soul', 'death', 'enemy']",-0.6369
The Jew of Malta,BARABAS,ACT II.,none,4,Welcome the first beginner of my bliss!,"['Welcome', 'first', 'beginner', 'bliss']",0.7901
The Jew of Malta,BARABAS,ACT II.,none,5,"O Abigail, Abigail, that I had thee here too!","['Abigail', 'Abigail']",0.0
The Jew of Malta,BARABAS,ACT II.,none,6,Then my desires were fully satisfied:,"['desires', 'fully', 'satisfied']",0.4754
The Jew of Malta,BARABAS,ACT II.,none,7,But I will practice thy enlargement thence:,"['practice', 'enlargement', 'thence']",0.0
The Jew of Malta,BARABAS,ACT II.,none,8,O girl! O gold! O beauty! O my bliss!,"['girl', 'gold', 'beauty', 'bliss']",0.8647
The Jew of Malta,ABIGAIL,ACT II.,none,1,"Father, it draweth towards midnight now,","['Father', 'draweth', 'towards', 'midnight']",0.0
The Jew of Malta,ABIGAIL,ACT II.,none,2,And 'bout this time the nuns begin to wake;,"[""'bout"", 'time', 'nuns', 'begin', 'wake']",0.0
The Jew of Malta,ABIGAIL,ACT II.,none,3,"To shun suspicion, therefore, let us part.","['shun', 'suspicion', 'therefore', 'let', 'part']",-0.3818
The Jew of Malta,BARABAS,ACT II.,none,1,"Farewell, my joy, and by my fingers take","['Farewell', 'joy', 'fingers', 'take']",0.5859
The Jew of Malta,BARABAS,ACT II.,none,2,A kiss from him that sends it from his soul.,"['kiss', 'sends', 'soul']",0.4215
The Jew of Malta,BARABAS,ACT II.,none,3,"Now, Phoebus, ope the eye-lids of the day.","['Phoebus', 'ope', 'eye-lids', 'day']",0.0
The Jew of Malta,BARABAS,ACT II.,none,4,"And, for the raven, wake the morning lark,","['raven', 'wake', 'morning', 'lark']",0.0
The Jew of Malta,BARABAS,ACT II.,none,5,"That I may hover with her in the air,","['may', 'hover', 'air']",0.0
The Jew of Malta,BARABAS,ACT II.,none,6,"Singing o'er these, as she does o'er her young.","['Singing', ""o'er"", ""o'er"", 'young']",0.0
The Jew of Malta,BARABAS,ACT II.,none,7,Hermoso placer de los dineros.,"['Hermoso', 'placer', 'de', 'los', 'dineros']",0.0
The Jew of Malta,FERNEZE,ACT II.,none,1,"Now, captain, tell us whither thou art bound?","['captain', 'tell', 'whither', 'bound']",0.0
The Jew of Malta,FERNEZE,ACT II.,none,2,Whence is thy ship that anchors in our road?,"['ship', 'anchors', 'road']",0.0
The Jew of Malta,FERNEZE,ACT II.,none,3,And why thou cam'st ashore without our leave?,"[""cam'st"", 'ashore', 'without', 'leave']",0.0382
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,1,"Governor of Malta, hither am I bound;","['Governor', 'Malta', 'hither', 'bound']",0.0
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,2,"My ship, the Flying Dragon, is of Spain,","['ship', 'Flying', 'Dragon', 'Spain']",0.0
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,3,"And so am I; Del Bosco is my name,","['Del', 'Bosco', 'name']",0.0
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,4,Vice-admiral unto the Catholic King.,"['Vice-admiral', 'unto', 'Catholic', 'King']",0.0
The Jew of Malta,FIRST KNIGHT,ACT II.,none,1,"'Tis true, my lord; therefore entreat him well.","[""'T"", 'true', 'lord', 'therefore', 'entreat', 'well']",0.5994
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,1,"Our fraught is Grecians, Turks, and Afric Moors;","['fraught', 'Grecians', 'Turks', 'Afric', 'Moors']",0.0
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,2,"For late upon the coast of Corsica,","['late', 'upon', 'coast', 'Corsica']",0.0
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,3,"Because we vail'd not  to the Turkish  fleet,","['vail', 'Turkish', 'fleet']",0.0
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,4,Their creeping galleys had us in the chase:,"['creeping', 'galleys', 'chase']",0.0
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,5,"But suddenly the wind began to rise,","['suddenly', 'wind', 'began', 'rise']",0.0
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,6,"And then we luff'd and tack'd,  and fought at ease:","['luff', 'tack', 'fought', 'ease']",0.0516
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,7,"Some have we fir'd, and many have we sunk;","['fir', 'many', 'sunk']",0.0
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,8,But one amongst the rest became our prize:,"['one', 'amongst', 'rest', 'became', 'prize']",0.6652
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,9,"The captain's slain; the rest remain our slaves,","['captain', 'slain', 'rest', 'remain', 'slaves']",0.0
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,10,Of whom we would make sale in Malta here.,"['would', 'make', 'sale', 'Malta']",0.0
The Jew of Malta,FERNEZE,ACT II.,none,1,"Martin del Bosco, I have heard of thee:","['Martin', 'del', 'Bosco', 'heard']",0.0
The Jew of Malta,FERNEZE,ACT II.,none,2,"Welcome to Malta, and to all of us!","['Welcome', 'Malta']",0.5093
The Jew of Malta,FERNEZE,ACT II.,none,3,"But to admit a sale of these thy Turks,","['admit', 'sale', 'Turks']",0.296
The Jew of Malta,FERNEZE,ACT II.,none,4,"We may not, nay, we dare not give consent,","['may', 'nay', 'dare', 'give', 'consent']",-0.1695
The Jew of Malta,FERNEZE,ACT II.,none,5,By reason of a tributary league.,"['reason', 'tributary', 'league']",0.0
The Jew of Malta,FIRST KNIGHT,ACT II.,none,1,"Del Bosco, as thou lov'st and honour'st us,","['Del', 'Bosco', ""lov'st"", ""honour'st""]",0.0
The Jew of Malta,FIRST KNIGHT,ACT II.,none,2,Persuade our governor against the Turk:,"['Persuade', 'governor', 'Turk']",0.0
The Jew of Malta,FIRST KNIGHT,ACT II.,none,3,"This truce we have is but in hope of gold,","['truce', 'hope', 'gold']",0.5927
The Jew of Malta,FIRST KNIGHT,ACT II.,none,4,And with that sum he craves might we wage war.,"['sum', 'craves', 'might', 'wage', 'war']",-0.5994
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,1,"Will knights of Malta be in league with Turks,","['knights', 'Malta', 'league', 'Turks']",0.0
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,2,And buy it basely too for sums of gold?,"['buy', 'basely', 'sums', 'gold']",0.0
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,3,"My lord, remember that, to Europe's shame,","['lord', 'remember', 'Europe', 'shame']",-0.4767
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,4,"The Christian isle of Rhodes, from whence you came,","['Christian', 'isle', 'Rhodes', 'came']",0.0
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,5,"Was lately lost, and you were stated  here","['lately', 'lost', 'stated']",-0.3182
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,6,To be at deadly enmity with Turks.,"['deadly', 'enmity', 'Turks']",0.0
The Jew of Malta,FERNEZE,ACT II.,none,1,"Captain, we know it; but our force is small.","['Captain', 'know', 'force', 'small']",0.0
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,1,What is the sum that Calymath requires?,"['sum', 'Calymath', 'requires']",0.0
The Jew of Malta,FERNEZE,ACT II.,none,1,A hundred thousand crowns.,"['hundred', 'thousand', 'crowns']",0.0
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,1,"My lord and king hath title to this isle,","['lord', 'king', 'title', 'isle']",0.0
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,2,And he means quickly to expel you hence;,"['means', 'quickly', 'expel']",-0.4404
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,3,"Therefore be rul'd by me, and keep the gold:","['Therefore', 'rul', 'keep', 'gold']",0.0
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,4,"I'll write unto his majesty for aid,","['write', 'unto', 'majesty', 'aid']",0.0
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,5,And not depart until I see you free.,"['depart', 'see', 'free']",0.5106
The Jew of Malta,FERNEZE,ACT II.,none,1,On this condition shall thy Turks be sold.,"['condition', 'shall', 'Turks', 'sold']",0.0
The Jew of Malta,FERNEZE,ACT II.,none,2,"Go, officers, and set them straight in show.","['Go', 'officers', 'set', 'straight', 'show']",0.2263
The Jew of Malta,FERNEZE,ACT II.,none,3,"Bosco, thou shalt be Malta's general;","['Bosco', 'shalt', 'Malta', 'general']",0.0
The Jew of Malta,FERNEZE,ACT II.,none,4,We and our warlike knights will follow thee,"['warlike', 'knights', 'follow']",0.0
The Jew of Malta,FERNEZE,ACT II.,none,5,Against these barbarous misbelieving Turks.,"['barbarous', 'misbelieving', 'Turks']",0.0
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,1,So shall you imitate those you succeed;,"['shall', 'imitate', 'succeed']",0.4939
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,2,"For, when their hideous force environ'd Rhodes,","['hideous', 'force', 'environ', 'Rhodes']",0.0
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,3,"Small though the number was that kept the town,","['Small', 'though', 'number', 'kept', 'town']",0.0772
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,4,"They fought it out, and not a man surviv'd","['fought', 'man', 'surviv']",-0.3182
The Jew of Malta,MARTIN DEL BOSCO,ACT II.,none,5,To bring the hapless news to Christendom.,"['bring', 'hapless', 'news', 'Christendom']",-0.34
The Jew of Malta,FERNEZE,ACT II.,none,1,"So will we fight it out:  come, let's away.","['fight', 'come', 'let', 'away']",-0.4336
The Jew of Malta,FERNEZE,ACT II.,none,2,"Proud daring Calymath, instead of gold,","['Proud', 'daring', 'Calymath', 'instead', 'gold']",0.6808
The Jew of Malta,FERNEZE,ACT II.,none,3,We'll send thee bullets wrapt in smoke and fire:,"['send', 'bullets', 'wrapt', 'smoke', 'fire']",-0.34
The Jew of Malta,FERNEZE,ACT II.,none,4,"Claim tribute where thou wilt, we are resolv'd,","['Claim', 'tribute', 'wilt', 'resolv']",0.0
The Jew of Malta,FERNEZE,ACT II.,none,5,"Honour is bought with blood, and not with gold.","['Honour', 'bought', 'blood', 'gold']",0.5719
The Jew of Malta,FIRST OFFICER,ACT II.,none,1,This is the market-place; here let 'em stand:,"['market-place', 'let', ""'em"", 'stand']",0.0
The Jew of Malta,FIRST OFFICER,ACT II.,none,2,"Fear not their sale, for they'll be quickly bought.","['Fear', 'sale', 'quickly', 'bought']",-0.4939
The Jew of Malta,SECOND OFFICER,ACT II.,none,1,"Every one's price is written on his back,","['Every', 'one', 'price', 'written', 'back']",0.0
The Jew of Malta,SECOND OFFICER,ACT II.,none,2,"And so much must they yield, or not be sold.","['much', 'must', 'yield', 'sold']",0.0
The Jew of Malta,FIRST OFFICER,ACT II.,none,1,"Here comes the Jew:  had not his goods been seiz'd,","['comes', 'Jew', 'goods', 'seiz']",0.0
The Jew of Malta,FIRST OFFICER,ACT II.,none,2,He'd give us present money for them all.,"['give', 'present', 'money']",0.0
The Jew of Malta,BARABAS,ACT II.,none,1,"In spite of these swine-eating Christians,","['spite', 'swine-eating', 'Christians']",-0.5267
The Jew of Malta,BARABAS,ACT II.,none,2,"(Unchosen nation, never circumcis'd,","['Unchosen', 'nation', 'never', 'circumcis']",0.0
The Jew of Malta,BARABAS,ACT II.,none,3,"Poor villains, such as were  ne'er thought upon","['Poor', 'villains', ""ne'er"", 'thought', 'upon']",-0.8176
The Jew of Malta,BARABAS,ACT II.,none,4,"Till Titus and Vespasian conquer'd us,)","['Till', 'Titus', 'Vespasian', 'conquer']",0.0
The Jew of Malta,BARABAS,ACT II.,none,5,Am I become as wealthy as I was.,"['become', 'wealthy']",0.3612
The Jew of Malta,BARABAS,ACT II.,none,6,They hop'd my daughter would ha' been a nun;,"['hop', 'daughter', 'would', 'ha', 'nun']",0.0
The Jew of Malta,BARABAS,ACT II.,none,7,"But she's at home, and I have bought a house","['home', 'bought', 'house']",0.0
The Jew of Malta,BARABAS,ACT II.,none,8,As great and fair as is the governor's:,"['great', 'fair', 'governor']",0.7506
The Jew of Malta,BARABAS,ACT II.,none,9,"And there, in spite of Malta, will I dwell,","['spite', 'Malta', 'dwell']",-0.4404
The Jew of Malta,BARABAS,ACT II.,none,10,"Having Ferneze's hand; whose heart I'll have,","['Ferneze', 'hand', 'whose', 'heart']",0.8126
The Jew of Malta,BARABAS,ACT II.,none,11,"Ay, and his son's too, or it shall go hard.","['Ay', 'son', 'shall', 'go', 'hard']",-0.1027
The Jew of Malta,BARABAS,ACT II.,none,12,"I am not of the tribe of Levi, I,","['tribe', 'Levi']",0.0
The Jew of Malta,BARABAS,ACT II.,none,13,That can so soon forget an injury.,"['soon', 'forget', 'injury']",-0.6096
The Jew of Malta,BARABAS,ACT II.,none,14,We Jews can fawn like spaniels when we please;,"['Jews', 'fawn', 'like', 'spaniels', 'please']",0.5859
The Jew of Malta,BARABAS,ACT II.,none,15,And when we grin we bite; yet are our looks,"['grin', 'bite', 'yet', 'looks']",0.4767
The Jew of Malta,BARABAS,ACT II.,none,16,As innocent and harmless as a lamb's.,"['innocent', 'harmless', 'lamb']",0.5267
The Jew of Malta,BARABAS,ACT II.,none,17,"I learn'd in Florence how to kiss my hand,","['learn', 'Florence', 'kiss', 'hand']",0.7184
The Jew of Malta,BARABAS,ACT II.,none,18,"Heave up my shoulders when they call me dog,","['Heave', 'shoulders', 'call', 'dog']",0.0
