Column1,play_name,genre,character,act,scene,sentence,text,sex
21779,The Merchant of Venice,Comedy,Shylock,4,1,308,Had been her husband rather than a Christian!,male
21780,The Merchant of Venice,Comedy,Shylock,4,1,309,"We trifle time: I pray thee, pursue sentence.",male
21781,The Merchant of Venice,Comedy,Portia,4,1,310,A pound of that same merchant's flesh is thine:,female
21782,The Merchant of Venice,Comedy,Portia,4,1,311,"The court awards it, and the law doth give it.",female
21783,The Merchant of Venice,Comedy,Shylock,4,1,312,Most rightful judge!,male
21784,The Merchant of Venice,Comedy,Portia,4,1,313,And you must cut this flesh from off his breast:,female
21785,The Merchant of Venice,Comedy,Portia,4,1,314,"The law allows it, and the court awards it.",female
21786,The Merchant of Venice,Comedy,Shylock,4,1,315,"Most learned judge! A sentence! Come, prepare!",male
21787,The Merchant of Venice,Comedy,Portia,4,1,316,Tarry a little; there is something else.,female
21788,The Merchant of Venice,Comedy,Portia,4,1,317,This bond doth give thee here no jot of blood;,female
21789,The Merchant of Venice,Comedy,Portia,4,1,318,The words expressly are 'a pound of flesh:',female
21790,The Merchant of Venice,Comedy,Portia,4,1,319,"Take then thy bond, take thou thy pound of flesh;",female
21791,The Merchant of Venice,Comedy,Portia,4,1,320,"But, in the cutting it, if thou dost shed",female
21792,The Merchant of Venice,Comedy,Portia,4,1,321,"One drop of Christian blood, thy lands and goods",female
21793,The Merchant of Venice,Comedy,Portia,4,1,322,"Are, by the laws of Venice, confiscate",female
21794,The Merchant of Venice,Comedy,Portia,4,1,323,Unto the state of Venice.,female
21795,The Merchant of Venice,Comedy,Gratiano,4,1,324,"O upright judge! Mark, Jew: O learned judge!",male
21796,The Merchant of Venice,Comedy,Shylock,4,1,325,Is that the law?,male
21797,The Merchant of Venice,Comedy,Portia,4,1,326,Thyself shalt see the act:,female
21798,The Merchant of Venice,Comedy,Portia,4,1,327,"For, as thou urgest justice, be assured",female
21799,The Merchant of Venice,Comedy,Portia,4,1,328,"Thou shalt have justice, more than thou desirest.",female
21800,The Merchant of Venice,Comedy,Gratiano,4,1,329,"O learned judge! Mark, Jew: a learned judge!",male
21801,The Merchant of Venice,Comedy,Shylock,4,1,330,"I take this offer, then; pay the bond thrice",male
21802,The Merchant of Venice,Comedy,Shylock,4,1,331,And let the Christian go.,male
21803,The Merchant of Venice,Comedy,Bassanio,4,1,332,Here is the money.,male
21804,The Merchant of Venice,Comedy,Portia,4,1,333,Soft!,female
21805,The Merchant of Venice,Comedy,Portia,4,1,334,The Jew shall have all justice; soft! no haste:,female
21806,The Merchant of Venice,Comedy,Portia,4,1,335,He shall have nothing but the penalty.,female
21807,The Merchant of Venice,Comedy,Gratiano,4,1,336,"O Jew! an upright judge, a learned judge!",male
21808,The Merchant of Venice,Comedy,Portia,4,1,337,Therefore prepare thee to cut off the flesh.,female
21809,The Merchant of Venice,Comedy,Portia,4,1,338,"Shed thou no blood, nor cut thou less nor more",female
21810,The Merchant of Venice,Comedy,Portia,4,1,339,But just a pound of flesh: if thou cut'st more,female
21811,The Merchant of Venice,Comedy,Portia,4,1,340,"Or less than a just pound, be it but so much",female
21812,The Merchant of Venice,Comedy,Portia,4,1,341,"As makes it light or heavy in the substance,",female
21813,The Merchant of Venice,Comedy,Portia,4,1,342,Or the division of the twentieth part,female
21814,The Merchant of Venice,Comedy,Portia,4,1,343,"Of one poor scruple, nay, if the scale do turn",female
21815,The Merchant of Venice,Comedy,Portia,4,1,344,"But in the estimation of a hair,",female
21816,The Merchant of Venice,Comedy,Portia,4,1,345,Thou diest and all thy goods are confiscate.,female
21817,The Merchant of Venice,Comedy,Gratiano,4,1,346,"A second Daniel, a Daniel, Jew!",male
21818,The Merchant of Venice,Comedy,Gratiano,4,1,347,"Now, infidel, I have you on the hip.",male
21819,The Merchant of Venice,Comedy,Portia,4,1,348,Why doth the Jew pause? take thy forfeiture.,female
21820,The Merchant of Venice,Comedy,Shylock,4,1,349,"Give me my principal, and let me go.",male
21821,The Merchant of Venice,Comedy,Bassanio,4,1,350,I have it ready for thee; here it is.,male
21822,The Merchant of Venice,Comedy,Portia,4,1,351,He hath refused it in the open court:,female
21823,The Merchant of Venice,Comedy,Portia,4,1,352,He shall have merely justice and his bond.,female
21824,The Merchant of Venice,Comedy,Gratiano,4,1,353,"A Daniel, still say I, a second Daniel!",male
21825,The Merchant of Venice,Comedy,Gratiano,4,1,354,"I thank thee, Jew, for teaching me that word.",male
21826,The Merchant of Venice,Comedy,Shylock,4,1,355,Shall I not have barely my principal?,male
21827,The Merchant of Venice,Comedy,Portia,4,1,356,"Thou shalt have nothing but the forfeiture,",female
21828,The Merchant of Venice,Comedy,Portia,4,1,357,"To be so taken at thy peril, Jew.",female
21829,The Merchant of Venice,Comedy,Shylock,4,1,358,"Why, then the devil give him good of it!",male
21830,The Merchant of Venice,Comedy,Shylock,4,1,359,I'll stay no longer question.,male
21831,The Merchant of Venice,Comedy,Portia,4,1,360,"Tarry, Jew:",female
21832,The Merchant of Venice,Comedy,Portia,4,1,361,The law hath yet another hold on you.,female
21833,The Merchant of Venice,Comedy,Portia,4,1,362,"It is enacted in the laws of Venice,",female
21834,The Merchant of Venice,Comedy,Portia,4,1,363,If it be proved against an alien,female
21835,The Merchant of Venice,Comedy,Portia,4,1,364,That by direct or indirect attempts,female
21836,The Merchant of Venice,Comedy,Portia,4,1,365,"He seek the life of any citizen,",female
21837,The Merchant of Venice,Comedy,Portia,4,1,366,The party 'gainst the which he doth contrive,female
21838,The Merchant of Venice,Comedy,Portia,4,1,367,Shall seize one half his goods; the other half,female
21839,The Merchant of Venice,Comedy,Portia,4,1,368,Comes to the privy coffer of the state;,female
21840,The Merchant of Venice,Comedy,Portia,4,1,369,And the offender's life lies in the mercy,female
21841,The Merchant of Venice,Comedy,Portia,4,1,370,"Of the duke only, 'gainst all other voice.",female
21842,The Merchant of Venice,Comedy,Portia,4,1,371,"In which predicament, I say, thou stand'st;",female
21843,The Merchant of Venice,Comedy,Portia,4,1,372,"For it appears, by manifest proceeding,",female
21844,The Merchant of Venice,Comedy,Portia,4,1,373,That indirectly and directly too,female
21845,The Merchant of Venice,Comedy,Portia,4,1,374,Thou hast contrived against the very life,female
21846,The Merchant of Venice,Comedy,Portia,4,1,375,Of the defendant; and thou hast incurr'd,female
21847,The Merchant of Venice,Comedy,Portia,4,1,376,The danger formerly by me rehearsed.,female
21848,The Merchant of Venice,Comedy,Portia,4,1,377,Down therefore and beg mercy of the duke.,female
21849,The Merchant of Venice,Comedy,Gratiano,4,1,378,Beg that thou mayst have leave to hang thyself:,male
21850,The Merchant of Venice,Comedy,Gratiano,4,1,379,"And yet, thy wealth being forfeit to the state,",male
21851,The Merchant of Venice,Comedy,Gratiano,4,1,380,Thou hast not left the value of a cord;,male
21852,The Merchant of Venice,Comedy,Gratiano,4,1,381,Therefore thou must be hang'd at the state's charge.,male
21853,The Merchant of Venice,Comedy,Duke,4,1,382,"That thou shalt see the difference of our spirits,",male
21854,The Merchant of Venice,Comedy,Duke,4,1,383,I pardon thee thy life before thou ask it:,male
21855,The Merchant of Venice,Comedy,Duke,4,1,384,"For half thy wealth, it is Antonio's;",male
21856,The Merchant of Venice,Comedy,Duke,4,1,385,"The other half comes to the general state,",male
21857,The Merchant of Venice,Comedy,Duke,4,1,386,Which humbleness may drive unto a fine.,male
21858,The Merchant of Venice,Comedy,Portia,4,1,387,"Ay, for the state, not for Antonio.",female
21859,The Merchant of Venice,Comedy,Shylock,4,1,388,"Nay, take my life and all; pardon not that:",male
21860,The Merchant of Venice,Comedy,Shylock,4,1,389,You take my house when you do take the prop,male
21861,The Merchant of Venice,Comedy,Shylock,4,1,390,That doth sustain my house; you take my life,male
21862,The Merchant of Venice,Comedy,Shylock,4,1,391,When you do take the means whereby I live.,male
21863,The Merchant of Venice,Comedy,Portia,4,1,392,"What mercy can you render him, Antonio?",female
21864,The Merchant of Venice,Comedy,Gratiano,4,1,393,"A halter gratis; nothing else, for God's sake.",male
21865,The Merchant of Venice,Comedy,Antonio,4,1,394,So please my lord the duke and all the court,male
21866,The Merchant of Venice,Comedy,Antonio,4,1,395,"To quit the fine for one half of his goods,",male
21867,The Merchant of Venice,Comedy,Antonio,4,1,396,I am content; so he will let me have,male
21868,The Merchant of Venice,Comedy,Antonio,4,1,397,"The other half in use, to render it,",male
21869,The Merchant of Venice,Comedy,Antonio,4,1,398,"Upon his death, unto the gentleman",male
21870,The Merchant of Venice,Comedy,Antonio,4,1,399,That lately stole his daughter:,male
21871,The Merchant of Venice,Comedy,Antonio,4,1,400,"Two things provided more, that, for this favour,",male
21872,The Merchant of Venice,Comedy,Antonio,4,1,401,He presently become a Christian;,male
21873,The Merchant of Venice,Comedy,Antonio,4,1,402,"The other, that he do record a gift,",male
21874,The Merchant of Venice,Comedy,Antonio,4,1,403,"Here in the court, of all he dies possess'd,",male
21875,The Merchant of Venice,Comedy,Antonio,4,1,404,Unto his son Lorenzo and his daughter.,male
21876,The Merchant of Venice,Comedy,Duke,4,1,405,"He shall do this, or else I do recant",male
21877,The Merchant of Venice,Comedy,Duke,4,1,406,The pardon that I late pronounced here.,male
21878,The Merchant of Venice,Comedy,Portia,4,1,407,"Art thou contented, Jew? what dost thou say?",female
21879,The Merchant of Venice,Comedy,Shylock,4,1,408,I am content.,male
21880,The Merchant of Venice,Comedy,Portia,4,1,409,"Clerk, draw a deed of gift.",female
21881,The Merchant of Venice,Comedy,Shylock,4,1,410,"I pray you, give me leave to go from hence;",male
21882,The Merchant of Venice,Comedy,Shylock,4,1,411,"I am not well: send the deed after me,",male
21883,The Merchant of Venice,Comedy,Shylock,4,1,412,And I will sign it.,male
21884,The Merchant of Venice,Comedy,Duke,4,1,413,"Get thee gone, but do it.",male
21885,The Merchant of Venice,Comedy,Gratiano,4,1,414,In christening shalt thou have two god-fathers:,male
21886,The Merchant of Venice,Comedy,Gratiano,4,1,415,"Had I been judge, thou shouldst have had ten more,",male
21887,The Merchant of Venice,Comedy,Gratiano,4,1,416,"To bring thee to the gallows, not the font.",male
21888,The Merchant of Venice,Comedy,Duke,4,1,417,"Sir, I entreat you home with me to dinner.",male
21889,The Merchant of Venice,Comedy,Portia,4,1,418,I humbly do desire your grace of pardon:,female
21890,The Merchant of Venice,Comedy,Portia,4,1,419,"I must away this night toward Padua,",female
21891,The Merchant of Venice,Comedy,Portia,4,1,420,And it is meet I presently set forth.,female
21892,The Merchant of Venice,Comedy,Duke,4,1,421,I am sorry that your leisure serves you not.,male
21893,The Merchant of Venice,Comedy,Duke,4,1,422,"Antonio, gratify this gentleman,",male
21894,The Merchant of Venice,Comedy,Duke,4,1,423,"For, in my mind, you are much bound to him.",male
21895,The Merchant of Venice,Comedy,Bassanio,4,1,424,"Most worthy gentleman, I and my friend",male
21896,The Merchant of Venice,Comedy,Bassanio,4,1,425,Have by your wisdom been this day acquitted,male
21897,The Merchant of Venice,Comedy,Bassanio,4,1,426,"Of grievous penalties; in lieu whereof,",male
21898,The Merchant of Venice,Comedy,Bassanio,4,1,427,"Three thousand ducats, due unto the Jew,",male
21899,The Merchant of Venice,Comedy,Bassanio,4,1,428,We freely cope your courteous pains withal.,male
21900,The Merchant of Venice,Comedy,Antonio,4,1,429,"And stand indebted, over and above,",male
21901,The Merchant of Venice,Comedy,Antonio,4,1,430,In love and service to you evermore.,male
21902,The Merchant of Venice,Comedy,Portia,4,1,431,He is well paid that is well satisfied;,female
21903,The Merchant of Venice,Comedy,Portia,4,1,432,"And I, delivering you, am satisfied",female
21904,The Merchant of Venice,Comedy,Portia,4,1,433,And therein do account myself well paid:,female
21905,The Merchant of Venice,Comedy,Portia,4,1,434,My mind was never yet more mercenary.,female
21906,The Merchant of Venice,Comedy,Portia,4,1,435,"I pray you, know me when we meet again:",female
21907,The Merchant of Venice,Comedy,Portia,4,1,436,"I wish you well, and so I take my leave.",female
21908,The Merchant of Venice,Comedy,Bassanio,4,1,437,"Dear sir, of force I must attempt you further:",male
21909,The Merchant of Venice,Comedy,Bassanio,4,1,438,"Take some remembrance of us, as a tribute,",male
21910,The Merchant of Venice,Comedy,Bassanio,4,1,439,"Not as a fee: grant me two things, I pray you,",male
21911,The Merchant of Venice,Comedy,Bassanio,4,1,440,"Not to deny me, and to pardon me.",male
21912,The Merchant of Venice,Comedy,Portia,4,1,441,"You press me far, and therefore I will yield.",female
21913,The Merchant of Venice,Comedy,Portia,4,1,442,"Give me your gloves, I'll wear them for your sake;",female
21914,The Merchant of Venice,Comedy,Portia,4,1,443,"And, for your love, I'll take this ring from you:",female
21915,The Merchant of Venice,Comedy,Portia,4,1,444,Do not draw back your hand; I'll take no more;,female
21916,The Merchant of Venice,Comedy,Portia,4,1,445,And you in love shall not deny me this.,female
21917,The Merchant of Venice,Comedy,Bassanio,4,1,446,"This ring, good sir, alas, it is a trifle!",male
21918,The Merchant of Venice,Comedy,Bassanio,4,1,447,I will not shame myself to give you this.,male
21919,The Merchant of Venice,Comedy,Portia,4,1,448,I will have nothing else but only this;,female
21920,The Merchant of Venice,Comedy,Portia,4,1,449,And now methinks I have a mind to it.,female
21921,The Merchant of Venice,Comedy,Bassanio,4,1,450,There's more depends on this than on the value.,male
21922,The Merchant of Venice,Comedy,Bassanio,4,1,451,"The dearest ring in Venice will I give you,",male
21923,The Merchant of Venice,Comedy,Bassanio,4,1,452,And find it out by proclamation:,male
21924,The Merchant of Venice,Comedy,Bassanio,4,1,453,"Only for this, I pray you, pardon me.",male
21925,The Merchant of Venice,Comedy,Portia,4,1,454,"I see, sir, you are liberal in offers",female
21926,The Merchant of Venice,Comedy,Portia,4,1,455,You taught me first to beg; and now methinks,female
21927,The Merchant of Venice,Comedy,Portia,4,1,456,You teach me how a beggar should be answer'd.,female
21928,The Merchant of Venice,Comedy,Bassanio,4,1,457,"Good sir, this ring was given me by my wife;",male
21929,The Merchant of Venice,Comedy,Bassanio,4,1,458,"And when she put it on, she made me vow",male
21930,The Merchant of Venice,Comedy,Bassanio,4,1,459,That I should neither sell nor give nor lose it.,male
21931,The Merchant of Venice,Comedy,Portia,4,1,460,That 'scuse serves many men to save their gifts.,female
21932,The Merchant of Venice,Comedy,Portia,4,1,461,"An if your wife be not a mad-woman,",female
21933,The Merchant of Venice,Comedy,Portia,4,1,462,"And know how well I have deserved the ring,",female
21934,The Merchant of Venice,Comedy,Portia,4,1,463,"She would not hold out enemy for ever,",female
21935,The Merchant of Venice,Comedy,Portia,4,1,464,"For giving it to me. Well, peace be with you!",female
21936,The Merchant of Venice,Comedy,Antonio,4,1,465,"My Lord Bassanio, let him have the ring:",male
21937,The Merchant of Venice,Comedy,Antonio,4,1,466,Let his deservings and my love withal,male
21938,The Merchant of Venice,Comedy,Antonio,4,1,467,Be valued against your wife's commandment.,male
21939,The Merchant of Venice,Comedy,Bassanio,4,1,468,"Go, Gratiano, run and overtake him;",male
21940,The Merchant of Venice,Comedy,Bassanio,4,1,469,"Give him the ring, and bring him, if thou canst,",male
21941,The Merchant of Venice,Comedy,Bassanio,4,1,470,Unto Antonio's house: away! make haste.,male
21942,The Merchant of Venice,Comedy,Bassanio,4,1,471,"Come, you and I will thither presently;",male
21943,The Merchant of Venice,Comedy,Bassanio,4,1,472,And in the morning early will we both,male
21944,The Merchant of Venice,Comedy,Bassanio,4,1,473,"Fly toward Belmont: come, Antonio.",male
21945,The Merchant of Venice,Comedy,Portia,4,2,1,"Inquire the Jew's house out, give him this deed",female
21946,The Merchant of Venice,Comedy,Portia,4,2,2,And let him sign it: we'll away to-night,female
21947,The Merchant of Venice,Comedy,Portia,4,2,3,And be a day before our husbands home:,female
21948,The Merchant of Venice,Comedy,Portia,4,2,4,This deed will be well welcome to Lorenzo.,female
21949,The Merchant of Venice,Comedy,Gratiano,4,2,5,"Fair sir, you are well o'erta'en",male
21950,The Merchant of Venice,Comedy,Gratiano,4,2,6,My Lord Bassanio upon more advice,male
21951,The Merchant of Venice,Comedy,Gratiano,4,2,7,"Hath sent you here this ring, and doth entreat",male
21952,The Merchant of Venice,Comedy,Gratiano,4,2,8,Your company at dinner.,male
21953,The Merchant of Venice,Comedy,Portia,4,2,9,That cannot be:,female
21954,The Merchant of Venice,Comedy,Portia,4,2,10,His ring I do accept most thankfully:,female
21955,The Merchant of Venice,Comedy,Portia,4,2,11,"And so, I pray you, tell him: furthermore,",female
21956,The Merchant of Venice,Comedy,Portia,4,2,12,"I pray you, show my youth old Shylock's house.",female
21957,The Merchant of Venice,Comedy,Gratiano,4,2,13,That will I do.,male
21958,The Merchant of Venice,Comedy,Nerissa,4,2,14,"Sir, I would speak with you.",female
21959,The Merchant of Venice,Comedy,Nerissa,4,2,15,"I'll see if I can get my husband's ring,",female
21960,The Merchant of Venice,Comedy,Nerissa,4,2,16,Which I did make him swear to keep for ever.,female
21961,The Merchant of Venice,Comedy,Portia,4,2,17,"[Aside to NERISSA]  Thou mayst, I warrant.",female
21962,The Merchant of Venice,Comedy,Portia,4,2,18,We shall have old swearing,female
21963,The Merchant of Venice,Comedy,Portia,4,2,19,That they did give the rings away to men;,female
21964,The Merchant of Venice,Comedy,Portia,4,2,20,"But we'll outface them, and outswear them too.",female
21965,The Merchant of Venice,Comedy,Portia,4,2,21,Away! make haste: thou knowist where I will tarry.,female
21966,The Merchant of Venice,Comedy,Nerissa,4,2,22,"Come, good sir, will you show me to this house?",female
21967,The Merchant of Venice,Comedy,Lorenzo,5,1,1,"The moon shines bright: in such a night as this,",male
21968,The Merchant of Venice,Comedy,Lorenzo,5,1,2,When the sweet wind did gently kiss the trees,male
21969,The Merchant of Venice,Comedy,Lorenzo,5,1,3,"And they did make no noise, in such a night",male
21970,The Merchant of Venice,Comedy,Lorenzo,5,1,4,Troilus methinks mounted the Troyan walls,male
21971,The Merchant of Venice,Comedy,Lorenzo,5,1,5,"And sigh'd his soul toward the Grecian tents,",male
21972,The Merchant of Venice,Comedy,Lorenzo,5,1,6,Where Cressid lay that night.,male
21973,The Merchant of Venice,Comedy,Jessica,5,1,7,In such a night,female
21974,The Merchant of Venice,Comedy,Jessica,5,1,8,Did Thisbe fearfully o'ertrip the dew,female
21975,The Merchant of Venice,Comedy,Jessica,5,1,9,And saw the lion's shadow ere himself,female
21976,The Merchant of Venice,Comedy,Jessica,5,1,10,And ran dismay'd away.,female
21977,The Merchant of Venice,Comedy,Lorenzo,5,1,11,In such a night,male
21978,The Merchant of Venice,Comedy,Lorenzo,5,1,12,Stood Dido with a willow in her hand,male
21979,The Merchant of Venice,Comedy,Lorenzo,5,1,13,Upon the wild sea banks and waft her love,male
21980,The Merchant of Venice,Comedy,Lorenzo,5,1,14,To come again to Carthage.,male
21981,The Merchant of Venice,Comedy,Jessica,5,1,15,In such a night,female
21982,The Merchant of Venice,Comedy,Jessica,5,1,16,Medea gather'd the enchanted herbs,female
21983,The Merchant of Venice,Comedy,Jessica,5,1,17,That did renew old AEson.,female
21984,The Merchant of Venice,Comedy,Lorenzo,5,1,18,In such a night,male
21985,The Merchant of Venice,Comedy,Lorenzo,5,1,19,Did Jessica steal from the wealthy Jew,male
21986,The Merchant of Venice,Comedy,Lorenzo,5,1,20,And with an unthrift love did run from Venice,male
21987,The Merchant of Venice,Comedy,Lorenzo,5,1,21,As far as Belmont.,male
21988,The Merchant of Venice,Comedy,Jessica,5,1,22,In such a night,female
21989,The Merchant of Venice,Comedy,Jessica,5,1,23,"Did young Lorenzo swear he loved her well,",female
21990,The Merchant of Venice,Comedy,Jessica,5,1,24,Stealing her soul with many vows of faith,female
21991,The Merchant of Venice,Comedy,Jessica,5,1,25,And ne'er a true one.,female
21992,The Merchant of Venice,Comedy,Lorenzo,5,1,26,In such a night,male
21993,The Merchant of Venice,Comedy,Lorenzo,5,1,27,"Did pretty Jessica, like a little shrew,",male
21994,The Merchant of Venice,Comedy,Lorenzo,5,1,28,"Slander her love, and he forgave it her.",male
21995,The Merchant of Venice,Comedy,Jessica,5,1,29,"I would out-night you, did no body come;",female
21996,The Merchant of Venice,Comedy,Jessica,5,1,30,"But, hark, I hear the footing of a man.",female
21997,The Merchant of Venice,Comedy,Lorenzo,5,1,31,Who comes so fast in silence of the night?,male
21998,The Merchant of Venice,Comedy,Stephano,5,1,32,A friend.,male
21999,The Merchant of Venice,Comedy,Lorenzo,5,1,33,"A friend! what friend? your name, I pray you, friend?",male
22000,The Merchant of Venice,Comedy,Stephano,5,1,34,Stephano is my name; and I bring word,male
22001,The Merchant of Venice,Comedy,Stephano,5,1,35,My mistress will before the break of day,male
22002,The Merchant of Venice,Comedy,Stephano,5,1,36,Be here at Belmont; she doth stray about,male
22003,The Merchant of Venice,Comedy,Stephano,5,1,37,"By holy crosses, where she kneels and prays",male
22004,The Merchant of Venice,Comedy,Stephano,5,1,38,For happy wedlock hours.,male
22005,The Merchant of Venice,Comedy,Lorenzo,5,1,39,Who comes with her?,male
22006,The Merchant of Venice,Comedy,Stephano,5,1,40,None but a holy hermit and her maid.,male
22007,The Merchant of Venice,Comedy,Stephano,5,1,41,"I pray you, is my master yet return'd?",male
22008,The Merchant of Venice,Comedy,Lorenzo,5,1,42,"He is not, nor we have not heard from him.",male
22009,The Merchant of Venice,Comedy,Lorenzo,5,1,43,"But go we in, I pray thee, Jessica,",male
22010,The Merchant of Venice,Comedy,Lorenzo,5,1,44,And ceremoniously let us prepare,male
22011,The Merchant of Venice,Comedy,Lorenzo,5,1,45,Some welcome for the mistress of the house.,male
22012,The Merchant of Venice,Comedy,Launcelot,5,1,46,"Sola, sola! wo ha, ho! sola, sola!",male
22013,The Merchant of Venice,Comedy,Lorenzo,5,1,47,Who calls?,male
22014,The Merchant of Venice,Comedy,Launcelot,5,1,48,Sola! did you see Master Lorenzo?,male
22015,The Merchant of Venice,Comedy,Launcelot,5,1,49,"Master Lorenzo, sola, sola!",male
22016,The Merchant of Venice,Comedy,Lorenzo,5,1,50,"Leave hollaing, man: here.",male
22017,The Merchant of Venice,Comedy,Launcelot,5,1,51,Sola! where? where?,male
22018,The Merchant of Venice,Comedy,Lorenzo,5,1,52,Here.,male
22019,The Merchant of Venice,Comedy,Launcelot,5,1,53,"Tell him there's a post come from my master, with",male
22020,The Merchant of Venice,Comedy,Launcelot,5,1,54,his horn full of good news: my master will be here,male
22021,The Merchant of Venice,Comedy,Launcelot,5,1,55,ere morning.,male
22022,The Merchant of Venice,Comedy,Lorenzo,5,1,56,"Sweet soul, let's in, and there expect their coming.",male
22023,The Merchant of Venice,Comedy,Lorenzo,5,1,57,And yet no matter: why should we go in?,male
22024,The Merchant of Venice,Comedy,Lorenzo,5,1,58,"My friend Stephano, signify, I pray you,",male
22025,The Merchant of Venice,Comedy,Lorenzo,5,1,59,"Within the house, your mistress is at hand;",male
22026,The Merchant of Venice,Comedy,Lorenzo,5,1,60,And bring your music forth into the air.,male
22027,The Merchant of Venice,Comedy,Lorenzo,5,1,61,How sweet the moonlight sleeps upon this bank!,male
22028,The Merchant of Venice,Comedy,Lorenzo,5,1,62,Here will we sit and let the sounds of music,male
22029,The Merchant of Venice,Comedy,Lorenzo,5,1,63,Creep in our ears: soft stillness and the night,male
22030,The Merchant of Venice,Comedy,Lorenzo,5,1,64,Become the touches of sweet harmony.,male
22031,The Merchant of Venice,Comedy,Lorenzo,5,1,65,"Sit, Jessica. Look how the floor of heaven",male
22032,The Merchant of Venice,Comedy,Lorenzo,5,1,66,Is thick inlaid with patines of bright gold:,male
22033,The Merchant of Venice,Comedy,Lorenzo,5,1,67,There's not the smallest orb which thou behold'st,male
22034,The Merchant of Venice,Comedy,Lorenzo,5,1,68,"But in his motion like an angel sings,",male
22035,The Merchant of Venice,Comedy,Lorenzo,5,1,69,Still quiring to the young-eyed cherubins;,male
22036,The Merchant of Venice,Comedy,Lorenzo,5,1,70,Such harmony is in immortal souls;,male
22037,The Merchant of Venice,Comedy,Lorenzo,5,1,71,But whilst this muddy vesture of decay,male
22038,The Merchant of Venice,Comedy,Lorenzo,5,1,72,"Doth grossly close it in, we cannot hear it.",male
22039,The Merchant of Venice,Comedy,Lorenzo,5,1,73,"Come, ho! and wake Diana with a hymn!",male
22040,The Merchant of Venice,Comedy,Lorenzo,5,1,74,"With sweetest touches pierce your mistress' ear,",male
22041,The Merchant of Venice,Comedy,Lorenzo,5,1,75,And draw her home with music.,male
22042,The Merchant of Venice,Comedy,Jessica,5,1,76,I am never merry when I hear sweet music.,female
22043,The Merchant of Venice,Comedy,Lorenzo,5,1,77,"The reason is, your spirits are attentive:",male
22044,The Merchant of Venice,Comedy,Lorenzo,5,1,78,"For do but note a wild and wanton herd,",male
22045,The Merchant of Venice,Comedy,Lorenzo,5,1,79,"Or race of youthful and unhandled colts,",male
22046,The Merchant of Venice,Comedy,Lorenzo,5,1,80,"Fetching mad bounds, bellowing and neighing loud,",male
22047,The Merchant of Venice,Comedy,Lorenzo,5,1,81,Which is the hot condition of their blood;,male
22048,The Merchant of Venice,Comedy,Lorenzo,5,1,82,"If they but hear perchance a trumpet sound,",male
22049,The Merchant of Venice,Comedy,Lorenzo,5,1,83,"Or any air of music touch their ears,",male
22050,The Merchant of Venice,Comedy,Lorenzo,5,1,84,"You shall perceive them make a mutual stand,",male
22051,The Merchant of Venice,Comedy,Lorenzo,5,1,85,Their savage eyes turn'd to a modest gaze,male
22052,The Merchant of Venice,Comedy,Lorenzo,5,1,86,By the sweet power of music: therefore the poet,male
22053,The Merchant of Venice,Comedy,Lorenzo,5,1,87,"Did feign that Orpheus drew trees, stones and floods;",male
22054,The Merchant of Venice,Comedy,Lorenzo,5,1,88,"Since nought so stockish, hard and full of rage,",male
22055,The Merchant of Venice,Comedy,Lorenzo,5,1,89,But music for the time doth change his nature.,male
22056,The Merchant of Venice,Comedy,Lorenzo,5,1,90,"The man that hath no music in himself,",male
22057,The Merchant of Venice,Comedy,Lorenzo,5,1,91,"Nor is not moved with concord of sweet sounds,",male
22058,The Merchant of Venice,Comedy,Lorenzo,5,1,92,"Is fit for treasons, stratagems and spoils;",male
22059,The Merchant of Venice,Comedy,Lorenzo,5,1,93,The motions of his spirit are dull as night,male
22060,The Merchant of Venice,Comedy,Lorenzo,5,1,94,And his affections dark as Erebus:,male
22061,The Merchant of Venice,Comedy,Lorenzo,5,1,95,Let no such man be trusted. Mark the music.,male
22062,The Merchant of Venice,Comedy,Portia,5,1,96,That light we see is burning in my hall.,female
22063,The Merchant of Venice,Comedy,Portia,5,1,97,How far that little candle throws his beams!,female
22064,The Merchant of Venice,Comedy,Portia,5,1,98,So shines a good deed in a naughty world.,female
22065,The Merchant of Venice,Comedy,Nerissa,5,1,99,"When the moon shone, we did not see the candle.",female
22066,The Merchant of Venice,Comedy,Portia,5,1,100,So doth the greater glory dim the less:,female
22067,The Merchant of Venice,Comedy,Portia,5,1,101,A substitute shines brightly as a king,female
22068,The Merchant of Venice,Comedy,Portia,5,1,102,"Unto the king be by, and then his state",female
22069,The Merchant of Venice,Comedy,Portia,5,1,103,"Empties itself, as doth an inland brook",female
22070,The Merchant of Venice,Comedy,Portia,5,1,104,Into the main of waters. Music! hark!,female
22071,The Merchant of Venice,Comedy,Nerissa,5,1,105,"It is your music, madam, of the house.",female
22072,The Merchant of Venice,Comedy,Portia,5,1,106,"Nothing is good, I see, without respect:",female
22073,The Merchant of Venice,Comedy,Portia,5,1,107,Methinks it sounds much sweeter than by day.,female
22074,The Merchant of Venice,Comedy,Nerissa,5,1,108,"Silence bestows that virtue on it, madam.",female
22075,The Merchant of Venice,Comedy,Portia,5,1,109,"The crow doth sing as sweetly as the lark,",female
22076,The Merchant of Venice,Comedy,Portia,5,1,110,"When neither is attended, and I think",female
22077,The Merchant of Venice,Comedy,Portia,5,1,111,"The nightingale, if she should sing by day,",female
22078,The Merchant of Venice,Comedy,Portia,5,1,112,"When every goose is cackling, would be thought",female
