play_name,genre,character,act,scene,sentence,text,tokens
Richard III,History,Brakenbury,1,4,90,"I am, in this, commanded to deliver","['commanded', 'deliver']"
Richard III,History,Brakenbury,1,4,91,The noble Duke of Clarence to your hands:,"['noble', 'Duke', 'hands']"
Richard III,History,Brakenbury,1,4,92,"I will not reason what is meant hereby,","['reason', 'meant', 'hereby']"
Richard III,History,Brakenbury,1,4,93,Because I will be guiltless of the meaning.,"['guiltless', 'meaning']"
Richard III,History,Brakenbury,1,4,94,"Here are the keys, there sits the duke asleep:","['keys', 'sits', 'duke', 'asleep']"
Richard III,History,Brakenbury,1,4,95,I'll to the king; and signify to him,"['king', 'signify']"
Richard III,History,Brakenbury,1,4,96,That thus I have resign'd my charge to you.,"['thus', 'resign', 'charge']"
Richard III,History,First Murderer,1,4,97,"Do so, it is a point of wisdom: fare you well.","['point', 'wisdom', 'fare', 'well']"
Richard III,History,Second Murderer,1,4,98,"What, shall we stab him as he sleeps?","['shall', 'stab', 'sleeps']"
Richard III,History,First Murderer,1,4,99,"No; then he will say 'twas done cowardly, when he wakes.","['say', ""'t"", 'done', 'cowardly', 'wakes']"
Richard III,History,Second Murderer,1,4,100,"When he wakes! why, fool, he shall never wake till","['wakes', 'fool', 'shall', 'never', 'wake', 'till']"
Richard III,History,Second Murderer,1,4,101,the judgment-day.,['judgment-day']
Richard III,History,First Murderer,1,4,102,"Why, then he will say we stabbed him sleeping.","['say', 'stabbed', 'sleeping']"
Richard III,History,Second Murderer,1,4,103,The urging of that word 'judgment' hath bred a kind,"['urging', 'word', ""'judgment"", 'bred', 'kind']"
Richard III,History,Second Murderer,1,4,104,of remorse in me.,['remorse']
Richard III,History,First Murderer,1,4,105,"What, art thou afraid?",['afraid']
Richard III,History,Second Murderer,1,4,106,"Not to kill him, having a warrant for it; but to be","['kill', 'warrant']"
Richard III,History,Second Murderer,1,4,107,"damned for killing him, from which no warrant can defend us.","['damned', 'killing', 'warrant', 'defend']"
Richard III,History,First Murderer,1,4,108,I thought thou hadst been resolute.,"['thought', 'hadst', 'resolute']"
Richard III,History,Second Murderer,1,4,109,"So I am, to let him live.","['let', 'live']"
Richard III,History,First Murderer,1,4,110,"Back to the Duke of Gloucester, tell him so.","['Back', 'Duke', 'tell']"
Richard III,History,Second Murderer,1,4,111,"I pray thee, stay a while: I hope my holy humour","['pray', 'stay', 'hope', 'holy', 'humour']"
Richard III,History,Second Murderer,1,4,112,will change; 'twas wont to hold me but while one,"['change', ""'t"", 'wont', 'hold', 'one']"
Richard III,History,Second Murderer,1,4,113,would tell twenty.,"['would', 'tell', 'twenty']"
Richard III,History,First Murderer,1,4,114,How dost thou feel thyself now?,"['feel', 'thyself']"
Richard III,History,Second Murderer,1,4,115,"'Faith, some certain dregs of conscience are yet","[""'Faith"", 'certain', 'dregs', 'conscience', 'yet']"
Richard III,History,Second Murderer,1,4,116,within me.,['within']
Richard III,History,First Murderer,1,4,117,"Remember our reward, when the deed is done.","['Remember', 'reward', 'deed', 'done']"
Richard III,History,Second Murderer,1,4,118,"'Zounds, he dies: I had forgot the reward.","[""'Zounds"", 'dies', 'forgot', 'reward']"
Richard III,History,First Murderer,1,4,119,Where is thy conscience now?,['conscience']
Richard III,History,Second Murderer,1,4,120,In the Duke of Gloucester's purse.,"['Duke', 'purse']"
Richard III,History,First Murderer,1,4,121,"So when he opens his purse to give us our reward,","['opens', 'purse', 'give', 'reward']"
Richard III,History,First Murderer,1,4,122,thy conscience flies out.,"['conscience', 'flies']"
Richard III,History,Second Murderer,1,4,123,Let it go; there's few or none will entertain it.,"['Let', 'go', 'none', 'entertain']"
Richard III,History,First Murderer,1,4,124,How if it come to thee again?,['come']
Richard III,History,Second Murderer,1,4,125,I'll not meddle with it: it is a dangerous thing: it,"['meddle', 'dangerous', 'thing']"
Richard III,History,Second Murderer,1,4,126,"makes a man a coward: a man cannot steal, but it","['makes', 'man', 'coward', 'man', 'steal']"
Richard III,History,Second Murderer,1,4,127,"accuseth him; he cannot swear, but it cheques him;","['accuseth', 'swear', 'cheques']"
Richard III,History,Second Murderer,1,4,128,"he cannot lie with his neighbour's wife, but it","['lie', 'neighbour', 'wife']"
Richard III,History,Second Murderer,1,4,129,detects him: 'tis a blushing shamefast spirit that,"['detects', ""'t"", 'blushing', 'shamefast', 'spirit']"
Richard III,History,Second Murderer,1,4,130,mutinies in a man's bosom; it fills one full of,"['mutinies', 'man', 'bosom', 'fills', 'one', 'full']"
Richard III,History,Second Murderer,1,4,131,obstacles: it made me once restore a purse of gold,"['obstacles', 'made', 'restore', 'purse', 'gold']"
Richard III,History,Second Murderer,1,4,132,that I found; it beggars any man that keeps it: it,"['found', 'beggars', 'man', 'keeps']"
Richard III,History,Second Murderer,1,4,133,is turned out of all towns and cities for a,"['turned', 'towns', 'cities']"
Richard III,History,Second Murderer,1,4,134,dangerous thing; and every man that means to live,"['dangerous', 'thing', 'every', 'man', 'means', 'live']"
Richard III,History,Second Murderer,1,4,135,well endeavours to trust to himself and to live,"['well', 'endeavours', 'trust', 'live']"
Richard III,History,Second Murderer,1,4,136,without it.,['without']
Richard III,History,First Murderer,1,4,137,"'Zounds, it is even now at my elbow, persuading me","[""'Zounds"", 'even', 'elbow', 'persuading']"
Richard III,History,First Murderer,1,4,138,not to kill the duke.,"['kill', 'duke']"
Richard III,History,Second Murderer,1,4,139,"Take the devil in thy mind, and relieve him not: he","['Take', 'devil', 'mind', 'relieve']"
Richard III,History,Second Murderer,1,4,140,would insinuate with thee but to make thee sigh.,"['would', 'insinuate', 'make', 'sigh']"
Richard III,History,First Murderer,1,4,141,"Tut, I am strong-framed, he cannot prevail with me,","['Tut', 'strong-framed', 'prevail']"
Richard III,History,First Murderer,1,4,142,I warrant thee.,['warrant']
Richard III,History,Second Murderer,1,4,143,Spoke like a tail fellow that respects his,"['Spoke', 'like', 'tail', 'fellow', 'respects']"
Richard III,History,Second Murderer,1,4,144,"reputation. Come, shall we to this gear?","['reputation', 'Come', 'shall', 'gear']"
Richard III,History,First Murderer,1,4,145,Take him over the costard with the hilts of thy,"['Take', 'costard', 'hilts']"
Richard III,History,First Murderer,1,4,146,"sword, and then we will chop him in the malmsey-butt","['sword', 'chop', 'malmsey-butt']"
Richard III,History,First Murderer,1,4,147,in the next room.,"['next', 'room']"
Richard III,History,Second Murderer,1,4,148,O excellent devise! make a sop of him.,"['excellent', 'devise', 'make', 'sop']"
Richard III,History,First Murderer,1,4,149,Hark! he stirs: shall I strike?,"['Hark', 'stirs', 'shall', 'strike']"
Richard III,History,Second Murderer,1,4,150,"No, first let's reason with him.","['first', 'let', 'reason']"
Richard III,History,Clarence,1,4,151,"Where art thou, keeper? give me a cup of wine.","['keeper', 'give', 'cup', 'wine']"
Richard III,History,Second Murderer,1,4,152,"You shall have wine enough, my lord, anon.","['shall', 'wine', 'enough', 'lord']"
Richard III,History,Clarence,1,4,153,"In God's name, what art thou?","['God', 'name']"
Richard III,History,Second Murderer,1,4,154,"A man, as you are.",['man']
Richard III,History,Clarence,1,4,155,"But not, as I am, royal.",['royal']
Richard III,History,Second Murderer,1,4,156,"Nor you, as we are, loyal.",['loyal']
Richard III,History,Clarence,1,4,157,"Thy voice is thunder, but thy looks are humble.","['voice', 'thunder', 'looks', 'humble']"
Richard III,History,Second Murderer,1,4,158,"My voice is now the king's, my looks mine own.","['voice', 'king', 'looks']"
Richard III,History,Clarence,1,4,159,How darkly and how deadly dost thou speak!,"['darkly', 'deadly', 'speak']"
Richard III,History,Clarence,1,4,160,Your eyes do menace me: why look you pale?,"['eyes', 'menace', 'look', 'pale']"
Richard III,History,Clarence,1,4,161,Who sent you hither? Wherefore do you come?,"['sent', 'hither', 'come']"
Richard III,History,Both,1,4,162,"To, to, to--",[]
Richard III,History,Clarence,1,4,163,To murder me?,['murder']
Richard III,History,Both,1,4,164,"Ay, ay.","['Ay', 'ay']"
Richard III,History,Clarence,1,4,165,"You scarcely have the hearts to tell me so,","['scarcely', 'hearts', 'tell']"
Richard III,History,Clarence,1,4,166,And therefore cannot have the hearts to do it.,"['therefore', 'hearts']"
Richard III,History,Clarence,1,4,167,"Wherein, my friends, have I offended you?","['Wherein', 'friends', 'offended']"
Richard III,History,First Murderer,1,4,168,"Offended us you have not, but the king.","['Offended', 'king']"
Richard III,History,Clarence,1,4,169,I shall be reconciled to him again.,"['shall', 'reconciled']"
Richard III,History,Second Murderer,1,4,170,"Never, my lord; therefore prepare to die.","['Never', 'lord', 'therefore', 'prepare', 'die']"
Richard III,History,Clarence,1,4,171,Are you call'd forth from out a world of men,"['call', 'forth', 'world', 'men']"
Richard III,History,Clarence,1,4,172,To slay the innocent? What is my offence?,"['slay', 'innocent', 'offence']"
Richard III,History,Clarence,1,4,173,Where are the evidence that do accuse me?,"['evidence', 'accuse']"
Richard III,History,Clarence,1,4,174,What lawful quest have given their verdict up,"['lawful', 'quest', 'given', 'verdict']"
Richard III,History,Clarence,1,4,175,Unto the frowning judge? or who pronounced,"['Unto', 'frowning', 'judge', 'pronounced']"
Richard III,History,Clarence,1,4,176,The bitter sentence of poor Clarence' death?,"['bitter', 'sentence', 'poor', 'death']"
Richard III,History,Clarence,1,4,177,"Before I be convict by course of law,","['convict', 'course', 'law']"
Richard III,History,Clarence,1,4,178,To threaten me with death is most unlawful.,"['threaten', 'death', 'unlawful']"
Richard III,History,Clarence,1,4,179,"I charge you, as you hope to have redemption","['charge', 'hope', 'redemption']"
Richard III,History,Clarence,1,4,180,"By Christ's dear blood shed for our grievous sins,","['Christ', 'dear', 'blood', 'shed', 'grievous', 'sins']"
Richard III,History,Clarence,1,4,181,That you depart and lay no hands on me,"['depart', 'lay', 'hands']"
Richard III,History,Clarence,1,4,182,The deed you undertake is damnable.,"['deed', 'undertake', 'damnable']"
Richard III,History,First Murderer,1,4,183,"What we will do, we do upon command.","['upon', 'command']"
Richard III,History,Second Murderer,1,4,184,And he that hath commanded is the king.,"['commanded', 'king']"
Richard III,History,Clarence,1,4,185,Erroneous vassal! the great King of kings,"['Erroneous', 'vassal', 'great', 'King', 'kings']"
Richard III,History,Clarence,1,4,186,Hath in the tables of his law commanded,"['tables', 'law', 'commanded']"
Richard III,History,Clarence,1,4,187,"That thou shalt do no murder: and wilt thou, then,","['shalt', 'murder', 'wilt']"
Richard III,History,Clarence,1,4,188,Spurn at his edict and fulfil a man's?,"['Spurn', 'edict', 'fulfil', 'man']"
Richard III,History,Clarence,1,4,189,"Take heed; for he holds vengeance in his hands,","['Take', 'heed', 'holds', 'vengeance', 'hands']"
Richard III,History,Clarence,1,4,190,To hurl upon their heads that break his law.,"['hurl', 'upon', 'heads', 'break', 'law']"
Richard III,History,Second Murderer,1,4,191,"And that same vengeance doth he hurl on thee,","['vengeance', 'doth', 'hurl']"
Richard III,History,Second Murderer,1,4,192,For false forswearing and for murder too:,"['false', 'forswearing', 'murder']"
Richard III,History,Second Murderer,1,4,193,"Thou didst receive the holy sacrament,","['didst', 'receive', 'holy', 'sacrament']"
Richard III,History,Second Murderer,1,4,194,To fight in quarrel of the house of Lancaster.,"['fight', 'quarrel', 'house', 'Lancaster']"
Richard III,History,First Murderer,1,4,195,"And, like a traitor to the name of God,","['like', 'traitor', 'name', 'God']"
Richard III,History,First Murderer,1,4,196,Didst break that vow; and with thy treacherous blade,"['Didst', 'break', 'vow', 'treacherous', 'blade']"
Richard III,History,First Murderer,1,4,197,Unrip'dst the bowels of thy sovereign's son.,"[""Unrip'dst"", 'bowels', 'sovereign', 'son']"
Richard III,History,Second Murderer,1,4,198,Whom thou wert sworn to cherish and defend.,"['wert', 'sworn', 'cherish', 'defend']"
Richard III,History,First Murderer,1,4,199,"How canst thou urge God's dreadful law to us,","['canst', 'urge', 'God', 'dreadful', 'law']"
Richard III,History,First Murderer,1,4,200,When thou hast broke it in so dear degree?,"['broke', 'dear', 'degree']"
Richard III,History,Clarence,1,4,201,Alas! for whose sake did I that ill deed?,"['whose', 'sake', 'ill', 'deed']"
Richard III,History,Clarence,1,4,202,"For Edward, for my brother, for his sake: Why, sirs,","['Edward', 'brother', 'sake', 'sirs']"
Richard III,History,Clarence,1,4,203,He sends ye not to murder me for this,"['sends', 'murder']"
Richard III,History,Clarence,1,4,204,For in this sin he is as deep as I.,"['sin', 'deep']"
Richard III,History,Clarence,1,4,205,If God will be revenged for this deed.,"['God', 'revenged', 'deed']"
Richard III,History,Clarence,1,4,206,"O, know you yet, he doth it publicly,","['know', 'yet', 'doth', 'publicly']"
Richard III,History,Clarence,1,4,207,Take not the quarrel from his powerful arm;,"['Take', 'quarrel', 'powerful', 'arm']"
Richard III,History,Clarence,1,4,208,He needs no indirect nor lawless course,"['needs', 'indirect', 'lawless', 'course']"
Richard III,History,Clarence,1,4,209,To cut off those that have offended him.,"['cut', 'offended']"
Richard III,History,First Murderer,1,4,210,"Who made thee, then, a bloody minister,","['made', 'bloody', 'minister']"
Richard III,History,First Murderer,1,4,211,"When gallant-springing brave Plantagenet,","['gallant-springing', 'brave', 'Plantagenet']"
Richard III,History,First Murderer,1,4,212,"That princely novice, was struck dead by thee?","['princely', 'novice', 'struck', 'dead']"
Richard III,History,Clarence,1,4,213,"My brother's love, the devil, and my rage.","['brother', 'love', 'devil', 'rage']"
Richard III,History,First Murderer,1,4,214,"Thy brother's love, our duty, and thy fault,","['brother', 'love', 'duty', 'fault']"
Richard III,History,First Murderer,1,4,215,Provoke us hither now to slaughter thee.,"['Provoke', 'hither', 'slaughter']"
Richard III,History,Clarence,1,4,216,"Oh, if you love my brother, hate not me;","['Oh', 'love', 'brother', 'hate']"
Richard III,History,Clarence,1,4,217,"I am his brother, and I love him well.","['brother', 'love', 'well']"
Richard III,History,Clarence,1,4,218,"If you be hired for meed, go back again,","['hired', 'meed', 'go', 'back']"
Richard III,History,Clarence,1,4,219,"And I will send you to my brother Gloucester,","['send', 'brother']"
Richard III,History,Clarence,1,4,220,Who shall reward you better for my life,"['shall', 'reward', 'better', 'life']"
Richard III,History,Clarence,1,4,221,Than Edward will for tidings of my death.,"['Edward', 'tidings', 'death']"
Richard III,History,Second Murderer,1,4,222,"You are deceived, your brother Gloucester hates you.","['deceived', 'brother', 'hates']"
Richard III,History,Clarence,1,4,223,"O, no, he loves me, and he holds me dear:","['loves', 'holds', 'dear']"
Richard III,History,Clarence,1,4,224,Go you to him from me.,['Go']
Richard III,History,Both,1,4,225,"Ay, so we will.",['Ay']
Richard III,History,Clarence,1,4,226,"Tell him, when that our princely father York","['Tell', 'princely', 'father']"
Richard III,History,Clarence,1,4,227,"Bless'd his three sons with his victorious arm,","['Bless', 'three', 'sons', 'victorious', 'arm']"
Richard III,History,Clarence,1,4,228,"And charged us from his soul to love each other,","['charged', 'soul', 'love']"
Richard III,History,Clarence,1,4,229,He little thought of this divided friendship:,"['little', 'thought', 'divided', 'friendship']"
Richard III,History,Clarence,1,4,230,"Bid Gloucester think of this, and he will weep.","['Bid', 'think', 'weep']"
Richard III,History,First Murderer,1,4,231,"Ay, millstones; as be lesson'd us to weep.","['Ay', 'millstones', 'lesson', 'weep']"
Richard III,History,Clarence,1,4,232,"O, do not slander him, for he is kind.","['slander', 'kind']"
Richard III,History,First Murderer,1,4,233,"Right,",['Right']
Richard III,History,First Murderer,1,4,234,As snow in harvest. Thou deceivest thyself:,"['snow', 'harvest', 'deceivest', 'thyself']"
Richard III,History,First Murderer,1,4,235,'Tis he that sent us hither now to slaughter thee.,"[""'T"", 'sent', 'hither', 'slaughter']"
Richard III,History,Clarence,1,4,236,"It cannot be; for when I parted with him,",['parted']
Richard III,History,Clarence,1,4,237,"He hugg'd me in his arms, and swore, with sobs,","['hugg', 'arms', 'swore', 'sobs']"
Richard III,History,Clarence,1,4,238,That he would labour my delivery.,"['would', 'labour', 'delivery']"
Richard III,History,Second Murderer,1,4,239,"Why, so he doth, now he delivers thee","['doth', 'delivers']"
Richard III,History,Second Murderer,1,4,240,From this world's thraldom to the joys of heaven.,"['world', 'thraldom', 'joys', 'heaven']"
Richard III,History,First Murderer,1,4,241,"Make peace with God, for you must die, my lord.","['Make', 'peace', 'God', 'must', 'die', 'lord']"
Richard III,History,Clarence,1,4,242,"Hast thou that holy feeling in thy soul,","['holy', 'feeling', 'soul']"
Richard III,History,Clarence,1,4,243,"To counsel me to make my peace with God,","['counsel', 'make', 'peace', 'God']"
Richard III,History,Clarence,1,4,244,"And art thou yet to thy own soul so blind,","['yet', 'soul', 'blind']"
Richard III,History,Clarence,1,4,245,That thou wilt war with God by murdering me?,"['wilt', 'war', 'God', 'murdering']"
Richard III,History,Clarence,1,4,246,"Ah, sirs, consider, he that set you on","['Ah', 'sirs', 'consider', 'set']"
Richard III,History,Clarence,1,4,247,To do this deed will hate you for the deed.,"['deed', 'hate', 'deed']"
Richard III,History,Second Murderer,1,4,248,What shall we do?,['shall']
Richard III,History,Clarence,1,4,249,"Relent, and save your souls.","['Relent', 'save', 'souls']"
Richard III,History,First Murderer,1,4,250,Relent! 'tis cowardly and womanish.,"['Relent', ""'t"", 'cowardly', 'womanish']"
Richard III,History,Clarence,1,4,251,"Not to relent is beastly, savage, devilish.","['relent', 'beastly', 'savage', 'devilish']"
Richard III,History,Clarence,1,4,252,"Which of you, if you were a prince's son,","['prince', 'son']"
Richard III,History,Clarence,1,4,253,"Being pent from liberty, as I am now,","['pent', 'liberty']"
Richard III,History,Clarence,1,4,254,"if two such murderers as yourselves came to you,","['two', 'murderers', 'came']"
Richard III,History,Clarence,1,4,255,Would not entreat for life?,"['Would', 'entreat', 'life']"
Richard III,History,Clarence,1,4,256,"My friend, I spy some pity in thy looks:","['friend', 'spy', 'pity', 'looks']"
Richard III,History,Clarence,1,4,257,"O, if thine eye be not a flatterer,","['eye', 'flatterer']"
Richard III,History,Clarence,1,4,258,"Come thou on my side, and entreat for me,","['Come', 'side', 'entreat']"
Richard III,History,Clarence,1,4,259,"As you would beg, were you in my distress","['would', 'beg', 'distress']"
Richard III,History,Clarence,1,4,260,A begging prince what beggar pities not?,"['begging', 'prince', 'beggar', 'pities']"
Richard III,History,Second Murderer,1,4,261,"Look behind you, my lord.","['Look', 'behind', 'lord']"
Richard III,History,First Murderer,1,4,262,"Take that, and that: if all this will not do,",['Take']
Richard III,History,First Murderer,1,4,263,I'll drown you in the malmsey-butt within.,"['drown', 'malmsey-butt', 'within']"
Richard III,History,Second Murderer,1,4,264,"A bloody deed, and desperately dispatch'd!","['bloody', 'deed', 'desperately', 'dispatch']"
Richard III,History,Second Murderer,1,4,265,"How fain, like Pilate, would I wash my hands","['fain', 'like', 'Pilate', 'would', 'wash', 'hands']"
Richard III,History,Second Murderer,1,4,266,Of this most grievous guilty murder done!,"['grievous', 'guilty', 'murder', 'done']"
Richard III,History,First Murderer,1,4,267,"How now! what mean'st thou, that thou help'st me not?","[""mean'st"", ""help'st""]"
Richard III,History,First Murderer,1,4,268,"By heavens, the duke shall know how slack thou art!","['heavens', 'duke', 'shall', 'know', 'slack']"
Richard III,History,Second Murderer,1,4,269,I would he knew that I had saved his brother!,"['would', 'knew', 'saved', 'brother']"
Richard III,History,Second Murderer,1,4,270,"Take thou the fee, and tell him what I say;","['Take', 'fee', 'tell', 'say']"
Richard III,History,Second Murderer,1,4,271,For I repent me that the duke is slain.,"['repent', 'duke', 'slain']"
Richard III,History,First Murderer,1,4,272,"So do not I: go, coward as thou art.","['go', 'coward']"
Richard III,History,First Murderer,1,4,273,"Now must I hide his body in some hole,","['must', 'hide', 'body', 'hole']"
Richard III,History,First Murderer,1,4,274,Until the duke take order for his burial:,"['duke', 'take', 'order', 'burial']"
Richard III,History,First Murderer,1,4,275,"And when I have my meed, I must away;","['meed', 'must', 'away']"
Richard III,History,First Murderer,1,4,276,"For this will out, and here I must not stay.","['must', 'stay']"
Richard III,History,King Edward Iv,2,1,1,"Why, so: now have I done a good day's work:","['done', 'good', 'day', 'work']"
Richard III,History,King Edward Iv,2,1,2,"You peers, continue this united league:","['peers', 'continue', 'united', 'league']"
Richard III,History,King Edward Iv,2,1,3,I every day expect an embassage,"['every', 'day', 'expect', 'embassage']"
Richard III,History,King Edward Iv,2,1,4,From my Redeemer to redeem me hence;,"['Redeemer', 'redeem']"
Richard III,History,King Edward Iv,2,1,5,"And now in peace my soul shall part to heaven,","['peace', 'soul', 'shall', 'part', 'heaven']"
Richard III,History,King Edward Iv,2,1,6,Since I have set my friends at peace on earth.,"['Since', 'set', 'friends', 'peace', 'earth']"
Richard III,History,King Edward Iv,2,1,7,"Rivers and Hastings, take each other's hand;","['take', 'hand']"
Richard III,History,King Edward Iv,2,1,8,"Dissemble not your hatred, swear your love.","['Dissemble', 'hatred', 'swear', 'love']"
Richard III,History,Rivers,2,1,9,"By heaven, my heart is purged from grudging hate:","['heaven', 'heart', 'purged', 'grudging', 'hate']"
Richard III,History,Rivers,2,1,10,And with my hand I seal my true heart's love.,"['hand', 'seal', 'true', 'heart', 'love']"
Richard III,History,Hastings,2,1,11,"So thrive I, as I truly swear the like!","['thrive', 'truly', 'swear', 'like']"
Richard III,History,King Edward Iv,2,1,12,Take heed you dally not before your king;,"['Take', 'heed', 'dally', 'king']"
Richard III,History,King Edward Iv,2,1,13,Lest he that is the supreme King of kings,"['Lest', 'supreme', 'King', 'kings']"
Richard III,History,King Edward Iv,2,1,14,"Confound your hidden falsehood, and award","['Confound', 'hidden', 'falsehood', 'award']"
Richard III,History,King Edward Iv,2,1,15,Either of you to be the other's end.,"['Either', 'end']"
Richard III,History,Hastings,2,1,16,"So prosper I, as I swear perfect love!","['prosper', 'swear', 'perfect', 'love']"
Richard III,History,Rivers,2,1,17,"And I, as I love Hastings with my heart!","['love', 'heart']"
Richard III,History,King Edward Iv,2,1,18,"Madam, yourself are not exempt in this,","['Madam', 'exempt']"
Richard III,History,King Edward Iv,2,1,19,"Nor your son Dorset, Buckingham, nor you;",['son']
Richard III,History,King Edward Iv,2,1,20,"You have been factious one against the other,","['factious', 'one']"
Richard III,History,King Edward Iv,2,1,21,"Wife, love Lord Hastings, let him kiss your hand;","['Wife', 'love', 'Lord', 'let', 'kiss', 'hand']"
Richard III,History,King Edward Iv,2,1,22,"And what you do, do it unfeignedly.",['unfeignedly']
Richard III,History,Queen Elizabeth,2,1,23,"Here, Hastings; I will never more remember","['never', 'remember']"
Richard III,History,Queen Elizabeth,2,1,24,"Our former hatred, so thrive I and mine!","['former', 'hatred', 'thrive']"
Richard III,History,King Edward Iv,2,1,25,"Dorset, embrace him; Hastings, love lord marquess.","['embrace', 'love', 'lord', 'marquess']"
Richard III,History,Dorset,2,1,26,"This interchange of love, I here protest,","['interchange', 'love', 'protest']"
Richard III,History,Dorset,2,1,27,Upon my part shall be unviolable.,"['Upon', 'part', 'shall', 'unviolable']"
Richard III,History,Hastings,2,1,28,"And so swear I, my lord","['swear', 'lord']"
Richard III,History,King Edward Iv,2,1,29,"Now, princely Buckingham, seal thou this league","['princely', 'seal', 'league']"
Richard III,History,King Edward Iv,2,1,30,"With thy embracements to my wife's allies,","['embracements', 'wife', 'allies']"
Richard III,History,King Edward Iv,2,1,31,And make me happy in your unity.,"['make', 'happy', 'unity']"
Richard III,History,Buckingham,2,1,32,Whenever Buckingham doth turn his hate,"['Whenever', 'doth', 'turn', 'hate']"
Richard III,History,Buckingham,2,1,33,"On you or yours,",[]
Richard III,History,Buckingham,2,1,34,but with all duteous love,"['duteous', 'love']"
Richard III,History,Buckingham,2,1,35,"Doth cherish you and yours, God punish me","['Doth', 'cherish', 'God', 'punish']"
Richard III,History,Buckingham,2,1,36,With hate in those where I expect most love!,"['hate', 'expect', 'love']"
Richard III,History,Buckingham,2,1,37,"When I have most need to employ a friend,","['need', 'employ', 'friend']"
Richard III,History,Buckingham,2,1,38,And most assured that he is a friend,"['assured', 'friend']"
Richard III,History,Buckingham,2,1,39,"Deep, hollow, treacherous, and full of guile,","['Deep', 'hollow', 'treacherous', 'full', 'guile']"
Richard III,History,Buckingham,2,1,40,"Be he unto me! this do I beg of God,","['unto', 'beg', 'God']"
Richard III,History,Buckingham,2,1,41,When I am cold in zeal to yours.,"['cold', 'zeal']"
Richard III,History,King Edward Iv,2,1,42,"A pleasing cordial, princely Buckingham,","['pleasing', 'cordial', 'princely']"
Richard III,History,King Edward Iv,2,1,43,is this thy vow unto my sickly heart.,"['vow', 'unto', 'sickly', 'heart']"
Richard III,History,King Edward Iv,2,1,44,"There wanteth now our brother Gloucester here,","['wanteth', 'brother']"
Richard III,History,King Edward Iv,2,1,45,To make the perfect period of this peace.,"['make', 'perfect', 'period', 'peace']"
Richard III,History,Buckingham,2,1,46,"And, in good time, here comes the noble duke.","['good', 'time', 'comes', 'noble', 'duke']"
Richard III,History,Gloucester,2,1,47,Good morrow to my sovereign king and queen:,"['Good', 'morrow', 'sovereign', 'king', 'queen']"
Richard III,History,Gloucester,2,1,48,"And, princely peers, a happy time of day!","['princely', 'peers', 'happy', 'time', 'day']"
Richard III,History,King Edward Iv,2,1,49,"Happy, indeed, as we have spent the day.","['Happy', 'indeed', 'spent', 'day']"
Richard III,History,King Edward Iv,2,1,50,"Brother, we done deeds of charity;","['Brother', 'done', 'deeds', 'charity']"
Richard III,History,King Edward Iv,2,1,51,"Made peace enmity, fair love of hate,","['Made', 'peace', 'enmity', 'fair', 'love', 'hate']"
Richard III,History,King Edward Iv,2,1,52,Between these swelling wrong-incensed peers.,"['swelling', 'wrong-incensed', 'peers']"
Richard III,History,Gloucester,2,1,53,"A blessed labour, my most sovereign liege:","['blessed', 'labour', 'sovereign', 'liege']"
Richard III,History,Gloucester,2,1,54,"Amongst this princely heap, if any here,","['Amongst', 'princely', 'heap']"
Richard III,History,Gloucester,2,1,55,"By false intelligence, or wrong surmise,","['false', 'intelligence', 'wrong', 'surmise']"
Richard III,History,Gloucester,2,1,56,Hold me a foe;,"['Hold', 'foe']"
Richard III,History,Gloucester,2,1,57,"If I unwittingly, or in my rage,","['unwittingly', 'rage']"
Richard III,History,Gloucester,2,1,58,Have aught committed that is hardly borne,"['aught', 'committed', 'hardly', 'borne']"
Richard III,History,Gloucester,2,1,59,"By any in this presence, I desire","['presence', 'desire']"
Richard III,History,Gloucester,2,1,60,To reconcile me to his friendly peace:,"['reconcile', 'friendly', 'peace']"
Richard III,History,Gloucester,2,1,61,'Tis death to me to be at enmity;,"[""'T"", 'death', 'enmity']"
Richard III,History,Gloucester,2,1,62,"I hate it, and desire all good men's love.","['hate', 'desire', 'good', 'men', 'love']"
Richard III,History,Gloucester,2,1,63,"First, madam, I entreat true peace of you,","['First', 'madam', 'entreat', 'true', 'peace']"
Richard III,History,Gloucester,2,1,64,Which I will purchase with my duteous service;,"['purchase', 'duteous', 'service']"
Richard III,History,Gloucester,2,1,65,"Of you, my noble cousin Buckingham,","['noble', 'cousin']"
Richard III,History,Gloucester,2,1,66,If ever any grudge were lodged between us;,"['ever', 'grudge', 'lodged']"
Richard III,History,Gloucester,2,1,67,"Of you, Lord Rivers, and, Lord Grey, of you;","['Lord', 'Lord']"
Richard III,History,Gloucester,2,1,68,That without desert have frown'd on me;,"['without', 'desert', 'frown']"
Richard III,History,Gloucester,2,1,69,"Dukes, earls, lords, gentlemen; indeed, of all.","['Dukes', 'earls', 'lords', 'gentlemen', 'indeed']"
Richard III,History,Gloucester,2,1,70,I do not know that Englishman alive,"['know', 'Englishman', 'alive']"
Richard III,History,Gloucester,2,1,71,With whom my soul is any jot at odds,"['soul', 'jot', 'odds']"
Richard III,History,Gloucester,2,1,72,More than the infant that is born to-night,"['infant', 'born', 'to-night']"
Richard III,History,Gloucester,2,1,73,I thank my God for my humility.,"['thank', 'God', 'humility']"
Richard III,History,Queen Elizabeth,2,1,74,A holy day shall this be kept hereafter:,"['holy', 'day', 'shall', 'kept', 'hereafter']"
